Area,Age,Sex,Year at 30 June,Value,Flags
"521301 Drury","Total people, age","Total people, sex","2017",4060,
"521203 Bremner","Total people, age","Total people, sex","2017",420,
"521202 Whangapouri Creek","Total people, age","Total people, sex","2017",630,
"521201 Hingaia","Total people, age","Total people, sex","2017",3030,
"521160 Bombay","Total people, age","Total people, sex","2017",950,
"521152 Glenbrook","Total people, age","Total people, sex","2017",2390,
"521151 Awhitu","Total people, age","Total people, sex","2017",2800,
"521134 Paparata","Total people, age","Total people, sex","2017",270,
"521132 Hunua","Total people, age","Total people, sex","2017",4820,
"521122 Kingseat","Total people, age","Total people, sex","2017",6950,
"521121 Patumahoe","Total people, age","Total people, sex","2017",3010,
"521116 Buckland","Total people, age","Total people, sex","2017",620,
"521112 Eden Road-Hill Top","Total people, age","Total people, sex","2017",660,
"521111 Paerata-Cape Hill","Total people, age","Total people, sex","2017",1250,
"521000 Great Barrier Island","Total people, age","Total people, sex","2017",940,
"520900 Islands-Motutapu Rangitoto Rakino","Total people, age","Total people, sex","2017",70,
"520804 Tidal-Waiheke Island","Total people, age","Total people, sex","2017",0,
"520803 Bays-Waiheke Island","Total people, age","Total people, sex","2017",20,
"520801 Waiheke Island","Total people, age","Total people, sex","2017",9530,
"520602 Panmure Basin","Total people, age","Total people, sex","2017",3060,
"520601 Tamaki","Total people, age","Total people, sex","2017",5170,
"534500 Tahuroa","Total people, age","Total people, sex","2017",2920,
"538101 Tauranga Hospital","Total people, age","Total people, sex","2017",2090,
"538000 Maungatapu","Total people, age","Total people, sex","2017",3020,
"537900 Hairini","Total people, age","Total people, sex","2017",6560,
"537800 Poike","Total people, age","Total people, sex","2017",840,
"537700 Yatton Park","Total people, age","Total people, sex","2017",2790,
"537602 Pyes Pa","Total people, age","Total people, sex","2017",8030,
"537601 Greerton","Total people, age","Total people, sex","2017",4630,
"537500 Gate Pa","Total people, age","Total people, sex","2017",3440,
"537400 Judea","Total people, age","Total people, sex","2017",2670,
"537302 Te Reti","Total people, age","Total people, sex","2017",1810,
"537301 Brookfield","Total people, age","Total people, sex","2017",5720,
"537202 Otumoetai South","Total people, age","Total people, sex","2017",3840,
"537201 Otumoetai North","Total people, age","Total people, sex","2017",4170,
"537100 Bellevue","Total people, age","Total people, sex","2017",3970,
"537000 Matua","Total people, age","Total people, sex","2017",5470,
"536832 Te Maunga","Total people, age","Total people, sex","2017",5270,
"536831 Arataki","Total people, age","Total people, sex","2017",5690,
"536822 Tauranga City-Marinas","Total people, age","Total people, sex","2017",80,
"536821 Omanu","Total people, age","Total people, sex","2017",5820,
"536810 Mt Maunganui North","Total people, age","Total people, sex","2017",4580,
"536517 Gravatt","Total people, age","Total people, sex","2017",3810,
"536516 Palm Beach","Total people, age","Total people, sex","2017",4070,
"536515 Pacific View","Total people, age","Total people, sex","2017",3270,
"536514 Bethlehem","Total people, age","Total people, sex","2017",4600,
"536513 Bethlehem East","Total people, age","Total people, sex","2017",3750,
"536512 Kairua","Total people, age","Total people, sex","2017",470,
"536510 Motuopae Island","Total people, age","Total people, sex","2017",0,
"536509 Waikareao Estuary","Total people, age","Total people, sex","2017",0,
"536508 Inlet-Tauranga Harbour","Total people, age","Total people, sex","2017",0,
"536505 Matapihi","Total people, age","Total people, sex","2017",750,
"536203 Doncaster","Total people, age","Total people, sex","2017",3050,
"536202 Palm Springs","Total people, age","Total people, sex","2017",6290,
"536201 Papamoa Beach East","Total people, age","Total people, sex","2017",3940,
"538502 Te Puke East","Total people, age","Total people, sex","2017",4870,
"538501 Te Puke West","Total people, age","Total people, sex","2017",3330,
"536654 Pongakawa","Total people, age","Total people, sex","2017",2930,
"536653 Rangiuru","Total people, age","Total people, sex","2017",2340,
"536651 Paengaroa","Total people, age","Total people, sex","2017",1020,
"536642 Upper Papamoa","Total people, age","Total people, sex","2017",2430,
"536641 Ohauiti-Ngapeke","Total people, age","Total people, sex","2017",830,
"536630 Kaimai","Total people, age","Total people, sex","2017",5920,
"536620 Minden","Total people, age","Total people, sex","2017",4980,
"536615 Aongatete","Total people, age","Total people, sex","2017",3220,
"536614 Tahawai","Total people, age","Total people, sex","2017",1870,
"536613 Inlet-Tauranga Harbour North","Total people, age","Total people, sex","2017",0,
"536611 Matakana Island","Total people, age","Total people, sex","2017",280,
"536506 Inlet-Tauranga Harbour Omokoroa","Total people, age","Total people, sex","2017",0,
"536503 Te Puna","Total people, age","Total people, sex","2017",2780,
"536400 Island View-Pios Beach","Total people, age","Total people, sex","2017",580,
"536000 Omokoroa","Total people, age","Total people, sex","2017",2890,
"535900 Maketu Community","Total people, age","Total people, sex","2017",1160,
"535800 Katikati Community","Total people, age","Total people, sex","2017",4630,
"535700 Athenree","Total people, age","Total people, sex","2017",730,
"534100 Waihi Beach","Total people, age","Total people, sex","2017",2180,
"620000 Inland Water-Lake Taupo","Total people, age","Total people, sex","2017",0,
"541760 Richmond Heights","Total people, age","Total people, sex","2017",2410,
"541750 Waipahihi","Total people, age","Total people, sex","2017",2090,
"541740 Hilltop","Total people, age","Total people, sex","2017",3920,
"541730 Tauhara","Total people, age","Total people, sex","2017",4590,
"541720 Taupo Central","Total people, age","Total people, sex","2017",4020,
"541710 Nukuhau","Total people, age","Total people, sex","2017",1700,
"541503 Taharua","Total people, age","Total people, sex","2017",60,
"541502 Te More","Total people, age","Total people, sex","2017",0,
"541501 Rangipo","Total people, age","Total people, sex","2017",110,
"541348 Tokaanu","Total people, age","Total people, sex","2017",220,
"541347 Motuoapa","Total people, age","Total people, sex","2017",270,
"541346 Tongariro","Total people, age","Total people, sex","2017",560,
"541345 Waitahanui","Total people, age","Total people, sex","2017",470,
"541344 Broadlands","Total people, age","Total people, sex","2017",720,
"541342 Rangitaiki","Total people, age","Total people, sex","2017",150,
"541335 Oruanui","Total people, age","Total people, sex","2017",2460,
"541334 Tatua","Total people, age","Total people, sex","2017",350,
"541333 Kinloch","Total people, age","Total people, sex","2017",600,
"541320 Marotiri","Total people, age","Total people, sex","2017",1760,
"541319 Lakewood","Total people, age","Total people, sex","2017",1620,
"541318 Rangatira","Total people, age","Total people, sex","2017",90,
"541317 Rangatira Park","Total people, age","Total people, sex","2017",810,
"541316 Wharewaka","Total people, age","Total people, sex","2017",510,
"541315 Taupo East","Total people, age","Total people, sex","2017",10,
"541313 Maunganamu","Total people, age","Total people, sex","2017",500,
"541312 Wairakei-Aratiatia","Total people, age","Total people, sex","2017",640,
"541311 Acacia Bay","Total people, age","Total people, sex","2017",1610,
"541000 Turangi","Total people, age","Total people, sex","2017",3300,
"540900 Mangakino","Total people, age","Total people, sex","2017",790,
"532502 Kuratau","Total people, age","Total people, sex","2017",300,
"532200 Omori","Total people, age","Total people, sex","2017",210,
"619201 Inlet-Waitomo District","Total people, age","Total people, sex","2017",0,
"532000 Te Kuiti","Total people, age","Total people, sex","2017",4690,
"531800 Mokauiti","Total people, age","Total people, sex","2017",1080,
"531732 Tiroa","Total people, age","Total people, sex","2017",50,
"531731 Waipa Valley","Total people, age","Total people, sex","2017",1110,
"531720 Marokopa","Total people, age","Total people, sex","2017",1670,
"531710 Mahoenui","Total people, age","Total people, sex","2017",410,
"531600 Taharoa","Total people, age","Total people, sex","2017",270,
"531500 Piopio","Total people, age","Total people, sex","2017",460,
"535600 Putaruru","Total people, age","Total people, sex","2017",4100,
"535380 Amisfield","Total people, age","Total people, sex","2017",160,
"535370 Strathmore","Total people, age","Total people, sex","2017",2270,
"535360 Aotea","Total people, age","Total people, sex","2017",3280,
"535350 Tokoroa Central","Total people, age","Total people, sex","2017",800,
"535340 Stanley Park","Total people, age","Total people, sex","2017",2200,
"535330 Matarawa","Total people, age","Total people, sex","2017",2120,
"535320 Parkdale","Total people, age","Total people, sex","2017",750,
"535310 Paraonui","Total people, age","Total people, sex","2017",1860,
"535262 Wawa","Total people, age","Total people, sex","2017",810,
"535261 Lichfield","Total people, age","Total people, sex","2017",1120,
"535250 Arapuni","Total people, age","Total people, sex","2017",2410,
"535232 Tapapa","Total people, age","Total people, sex","2017",1080,
"535212 Kinleith","Total people, age","Total people, sex","2017",260,
"520500 Mt Wellington South","Total people, age","Total people, sex","2017",6560,
"520402 Hamlin","Total people, age","Total people, sex","2017",5930,
"520401 Ferndale","Total people, age","Total people, sex","2017",5330,
"520303 Mt Wellington North","Total people, age","Total people, sex","2017",3560,
"520302 Mt Wellington West","Total people, age","Total people, sex","2017",3150,
"520301 Mt Wellington Domain","Total people, age","Total people, sex","2017",1830,
"520202 Ellerslie South","Total people, age","Total people, sex","2017",2500,
"520201 Ellerslie North","Total people, age","Total people, sex","2017",7330,
"520000 Te Papapa","Total people, age","Total people, sex","2017",3870,
"519900 Oranga","Total people, age","Total people, sex","2017",4690,
"519820 Onehunga South East","Total people, age","Total people, sex","2017",3920,
"519810 Onehunga South West","Total people, age","Total people, sex","2017",4270,
"519720 Onehunga North East","Total people, age","Total people, sex","2017",4090,
"519710 Onehunga North West","Total people, age","Total people, sex","2017",4170,
"519500 Penrose","Total people, age","Total people, sex","2017",840,
"519400 One Tree Hill East","Total people, age","Total people, sex","2017",6420,
"519300 One Tree Hill Central","Total people, age","Total people, sex","2017",2950,
"519200 Mt St John","Total people, age","Total people, sex","2017",5160,
"519002 Waikowhai East","Total people, age","Total people, sex","2017",5550,
"519001 Waikowhai West","Total people, age","Total people, sex","2017",4190,
"518902 Lynfield South","Total people, age","Total people, sex","2017",5000,
"518901 Lynfield North","Total people, age","Total people, sex","2017",6830,
"518803 Akarana","Total people, age","Total people, sex","2017",6750,
"518802 Wesley","Total people, age","Total people, sex","2017",3520,
"518801 Walmsley","Total people, age","Total people, sex","2017",4760,
"518702 Hillsborough East","Total people, age","Total people, sex","2017",5030,
"518701 Hillsborough West","Total people, age","Total people, sex","2017",8740,
"518600 Royal Oak","Total people, age","Total people, sex","2017",6370,
"518500 Three Kings","Total people, age","Total people, sex","2017",6440,
"518302 Mt Eden South","Total people, age","Total people, sex","2017",5560,
"518301 Maungawhau","Total people, age","Total people, sex","2017",4440,
"518202 Mt Eden East","Total people, age","Total people, sex","2017",3140,
"518201 Balmoral","Total people, age","Total people, sex","2017",6220,
"518102 Sherbourne","Total people, age","Total people, sex","2017",3270,
"518101 Mt Eden North","Total people, age","Total people, sex","2017",4080,
"517903 Owairaka East","Total people, age","Total people, sex","2017",4830,
"517902 Owairaka West","Total people, age","Total people, sex","2017",3020,
"517901 Springleigh","Total people, age","Total people, sex","2017",3180,
"517800 Mt Albert Central","Total people, age","Total people, sex","2017",6420,
"517703 Sandringham East","Total people, age","Total people, sex","2017",3830,
"517702 Sandringham West","Total people, age","Total people, sex","2017",5760,
"517701 Sandringham North","Total people, age","Total people, sex","2017",3710,
"517600 St Lukes","Total people, age","Total people, sex","2017",5730,
"517500 Kingsland","Total people, age","Total people, sex","2017",5500,
"517400 Newmarket","Total people, age","Total people, sex","2017",4290,
"517202 Stonefields","Total people, age","Total people, sex","2017",3590,
"517201 St Johns","Total people, age","Total people, sex","2017",3190,
"517100 Point England","Total people, age","Total people, sex","2017",5220,
"517002 Glen Innes East","Total people, age","Total people, sex","2017",3020,
"517001 Glen Innes West","Total people, age","Total people, sex","2017",5310,
"516900 Glen Innes North","Total people, age","Total people, sex","2017",6620,
"516800 Glendowie","Total people, age","Total people, sex","2017",4800,
"516700 St Heliers","Total people, age","Total people, sex","2017",5590,
"516602 Kohimarama East","Total people, age","Total people, sex","2017",4270,
"516601 Kohimarama West","Total people, age","Total people, sex","2017",3880,
"516500 Mission Bay","Total people, age","Total people, sex","2017",6190,
"516400 Orakei North","Total people, age","Total people, sex","2017",6250,
"516302 Meadowbank South","Total people, age","Total people, sex","2017",5880,
"516301 Meadowbank North","Total people, age","Total people, sex","2017",7460,
"516202 Waiata","Total people, age","Total people, sex","2017",4560,
"516201 Orakei South","Total people, age","Total people, sex","2017",4040,
"516102 Waitaramoa","Total people, age","Total people, sex","2017",4570,
"516101 Remuera West","Total people, age","Total people, sex","2017",3950,
"516003 Abbotts Park","Total people, age","Total people, sex","2017",4970,
"516002 Remuera South","Total people, age","Total people, sex","2017",4500,
"516001 Mt Hobson","Total people, age","Total people, sex","2017",1600,
"515902 Parnell West","Total people, age","Total people, sex","2017",5740,
"515901 Parnell East","Total people, age","Total people, sex","2017",2990,
"515802 Epsom South","Total people, age","Total people, sex","2017",4190,
"515801 Epsom Central","Total people, age","Total people, sex","2017",4270,
"515600 Eden Terrace","Total people, age","Total people, sex","2017",4020,
"515700 Epsom North","Total people, age","Total people, sex","2017",4190,
"558500 Waiouru","Total people, age","Total people, sex","2017",920,
"555100 Raetihi","Total people, age","Total people, sex","2017",1140,
"555000 Ohakune","Total people, age","Total people, sex","2017",1140,
"554900 Tangiwai","Total people, age","Total people, sex","2017",1320,
"532904 Manunui","Total people, age","Total people, sex","2017",580,
"532903 Sunshine-Hospital Hill","Total people, age","Total people, sex","2017",560,
"532902 Taumarunui Central","Total people, age","Total people, sex","2017",2340,
"532901 Tarrangower","Total people, age","Total people, sex","2017",1230,
"532700 Otangiwai-Heao","Total people, age","Total people, sex","2017",820,
"532602 National Park","Total people, age","Total people, sex","2017",190,
"532601 Raurimu","Total people, age","Total people, sex","2017",560,
"532501 Ngapuke","Total people, age","Total people, sex","2017",1600,
"532400 Ohura","Total people, age","Total people, sex","2017",130,
"532300 Owhango","Total people, age","Total people, sex","2017",190,
"554800 Waverley","Total people, age","Total people, sex","2017",810,
"554700 Patea","Total people, age","Total people, sex","2017",1150,
"554500 Makakaho","Total people, age","Total people, sex","2017",820,
"535211 Mangakaretu","Total people, age","Total people, sex","2017",240,
"535100 Tirau","Total people, age","Total people, sex","2017",760,
"619102 Inlets-Otorohanga District","Total people, age","Total people, sex","2017",0,
"618300 Te Motu Island","Total people, age","Total people, sex","2017",0,
"531304 Otorohanga Rural East","Total people, age","Total people, sex","2017",4460,
"531303 Te Kawa","Total people, age","Total people, sex","2017",510,
"531301 Otorohanga Rural West","Total people, age","Total people, sex","2017",2060,
"531200 Otorohanga","Total people, age","Total people, sex","2017",2740,
"531100 Kawhia Community","Total people, age","Total people, sex","2017",360,
"535241 Karapiro","Total people, age","Total people, sex","2017",2980,
"531004 Te Awamutu South","Total people, age","Total people, sex","2017",3280,
"531003 Te Awamutu East","Total people, age","Total people, sex","2017",3240,
"531002 Te Awamutu Central","Total people, age","Total people, sex","2017",3720,
"531001 Te Awamutu West","Total people, age","Total people, sex","2017",1460,
"528000 Rotongata","Total people, age","Total people, sex","2017",900,
"527937 Allen Road","Total people, age","Total people, sex","2017",220,
"527936 Kihikihi Flat","Total people, age","Total people, sex","2017",920,
"527935 Te Rahu","Total people, age","Total people, sex","2017",1030,
"527934 Rotoorangi","Total people, age","Total people, sex","2017",2150,
"527932 Kaipaki","Total people, age","Total people, sex","2017",1130,
"527931 Pukerimu","Total people, age","Total people, sex","2017",790,
"527925 Tokanui","Total people, age","Total people, sex","2017",500,
"527924 Lake Ngaroto","Total people, age","Total people, sex","2017",630,
"527923 Pokuru","Total people, age","Total people, sex","2017",590,
"527922 Pirongia","Total people, age","Total people, sex","2017",1580,
"527921 Te Rore","Total people, age","Total people, sex","2017",480,
"527915 Lake Cameron","Total people, age","Total people, sex","2017",1350,
"527914 Ngahinapouri","Total people, age","Total people, sex","2017",2420,
"527700 Kihikihi","Total people, age","Total people, sex","2017",2260,
"527600 Ohaupo","Total people, age","Total people, sex","2017",560,
"527505 Leamington East","Total people, age","Total people, sex","2017",4310,
"527504 Leamington West","Total people, age","Total people, sex","2017",3980,
"527503 Cambridge Central","Total people, age","Total people, sex","2017",890,
"527502 Cambridge West","Total people, age","Total people, sex","2017",2970,
"527501 Cambridge North","Total people, age","Total people, sex","2017",3380,
"527134 Swayne","Total people, age","Total people, sex","2017",1730,
"527133 Hautapu","Total people, age","Total people, sex","2017",2110,
"526603 Te Pahu","Total people, age","Total people, sex","2017",1450,
"530800 Riverlea","Total people, age","Total people, sex","2017",2890,
"530700 Hillcrest West","Total people, age","Total people, sex","2017",4260,
"530600 Silverdale","Total people, age","Total people, sex","2017",2920,
"530500 University","Total people, age","Total people, sex","2017",6970,
"530400 Bader","Total people, age","Total people, sex","2017",4650,
"530300 Naylor","Total people, age","Total people, sex","2017",5090,
"530200 Hamilton East","Total people, age","Total people, sex","2017",4570,
"530100 Peachgrove","Total people, age","Total people, sex","2017",3540,
"530000 Enderley","Total people, age","Total people, sex","2017",4900,
"529900 Claudelands","Total people, age","Total people, sex","2017",2830,
"529800 Clarkin","Total people, age","Total people, sex","2017",3480,
"529700 Hamilton Central","Total people, age","Total people, sex","2017",3600,
"529600 Chartwell","Total people, age","Total people, sex","2017",2890,
"529503 Fairview Downs","Total people, age","Total people, sex","2017",3780,
"529502 Insoll","Total people, age","Total people, sex","2017",2900,
"529501 Porritt","Total people, age","Total people, sex","2017",2050,
"529402 Chedworth","Total people, age","Total people, sex","2017",4010,
"529401 Queenwood","Total people, age","Total people, sex","2017",3410,
"529300 Glenview","Total people, age","Total people, sex","2017",5950,
"529200 Melville","Total people, age","Total people, sex","2017",5380,
"529100 Hamilton Lake","Total people, age","Total people, sex","2017",4580,
"529000 Swarbrick","Total people, age","Total people, sex","2017",5510,
"528900 Frankton Junction","Total people, age","Total people, sex","2017",2160,
"528800 Maeroa","Total people, age","Total people, sex","2017",4190,
"528700 Beerescourt","Total people, age","Total people, sex","2017",3580,
"528602 Dinsdale South","Total people, age","Total people, sex","2017",4590,
"528601 Dinsdale North","Total people, age","Total people, sex","2017",4580,
"528505 Brymer","Total people, age","Total people, sex","2017",3050,
"528504 Grandview","Total people, age","Total people, sex","2017",3570,
"528503 Crawshaw","Total people, age","Total people, sex","2017",3300,
"528501 Nawton","Total people, age","Total people, sex","2017",5190,
"528406 Rotokauri","Total people, age","Total people, sex","2017",200,
"528405 Burbush","Total people, age","Total people, sex","2017",190,
"528403 Te Rapa","Total people, age","Total people, sex","2017",360,
"528402 Pukete West","Total people, age","Total people, sex","2017",2300,
"528320 Pukete","Total people, age","Total people, sex","2017",2600,
"528310 Bryant","Total people, age","Total people, sex","2017",6420,
"527917 Te Rapa North","Total people, age","Total people, sex","2017",150,
"527820 Temple View","Total people, age","Total people, sex","2017",1430,
"527810 Peacocke","Total people, age","Total people, sex","2017",800,
"527124 Newstead","Total people, age","Total people, sex","2017",240,
"527009 Huntington","Total people, age","Total people, sex","2017",9000,
"527008 Rototuna","Total people, age","Total people, sex","2017",3510,
"527007 Horsham Downs","Total people, age","Total people, sex","2017",5690,
"527006 Flagstaff","Total people, age","Total people, sex","2017",4280,
"527005 Sylvester","Total people, age","Total people, sex","2017",3830,
"535502 Matamata South","Total people, age","Total people, sex","2017",4640,
"535501 Matamata North","Total people, age","Total people, sex","2017",3210,
"535242 Hinuera","Total people, age","Total people, sex","2017",980,
"535231 Te Poi","Total people, age","Total people, sex","2017",880,
"535220 Okauia","Total people, age","Total people, sex","2017",2180,
"535000 Waharoa","Total people, age","Total people, sex","2017",560,
"534902 Morrinsville East","Total people, age","Total people, sex","2017",4890,
"534901 Morrinsville West","Total people, age","Total people, sex","2017",2840,
"534800 Te Aroha","Total people, age","Total people, sex","2017",4300,
"534604 Waihou-Walton","Total people, age","Total people, sex","2017",4340,
"534603 Springdale","Total people, age","Total people, sex","2017",2640,
"534602 Waitoa","Total people, age","Total people, sex","2017",340,
"619302 Islands-Thames-Coromandel District","Total people, age","Total people, sex","2017",0,
"619301 Inlets-Thames-Coromandel District","Total people, age","Total people, sex","2017",10,
"533604 Te Puru-Thornton Bay","Total people, age","Total people, sex","2017",940,
"533603 Hikuai","Total people, age","Total people, sex","2017",3530,
"533602 Pauanui Beach","Total people, age","Total people, sex","2017",790,
"533502 Parawai","Total people, age","Total people, sex","2017",4660,
"533501 Moanataiari","Total people, age","Total people, sex","2017",2600,
"533400 Tairua","Total people, age","Total people, sex","2017",1390,
"533300 Whangamata","Total people, age","Total people, sex","2017",3880,
"533200 Te Rerenga","Total people, age","Total people, sex","2017",4590,
"533100 Coromandel","Total people, age","Total people, sex","2017",1710,
"533000 Whitianga","Total people, age","Total people, sex","2017",4930,
"617903 Auckland City-Marinas","Total people, age","Total people, sex","2017",40,
"617902 Tidal-Waitemata Harbour","Total people, age","Total people, sex","2017",0,
"617901 Inlet-Waitemata Harbour","Total people, age","Total people, sex","2017",160,
"617800 Inlet-Waiuku River","Total people, age","Total people, sex","2017",0,
"617704 Tidal-Eastern Bays","Total people, age","Total people, sex","2017",0,
"617703 Tamaki Strait","Total people, age","Total people, sex","2017",20,
"617702 Tidal-Tamaki","Total people, age","Total people, sex","2017",10,
"617606 Tidal-Manukau Harbour North","Total people, age","Total people, sex","2017",0,
"617605 Inlet-Manukau Harbour","Total people, age","Total people, sex","2017",0,
"617604 Tidal-Manukau Harbour","Total people, age","Total people, sex","2017",20,
"617602 Oceanic-Auckland Region West","Total people, age","Total people, sex","2017",0,
"617503 Tidal-Motutapu and Browns Islands","Total people, age","Total people, sex","2017",0,
"617502 Tidal-Great Barrier Island","Total people, age","Total people, sex","2017",0,
"617400 Inlet-Hobson Bay","Total people, age","Total people, sex","2017",0,
"617501 Oceanic-Auckland Region East","Total people, age","Total people, sex","2017",10,
"619101 Inlet-Aotea Harbour North","Total people, age","Total people, sex","2017",0,
"619000 Inlet-Raglan Harbour","Total people, age","Total people, sex","2017",0,
"528200 Ngaruawahia","Total people, age","Total people, sex","2017",6210,
"527916 Horotiu","Total people, age","Total people, sex","2017",880,
"527913 Whatawhata","Total people, age","Total people, sex","2017",2760,
"527912 Te Kowhai","Total people, age","Total people, sex","2017",1730,
"527402 Huntly East","Total people, age","Total people, sex","2017",4750,
"527401 Huntly West","Total people, age","Total people, sex","2017",3320,
"527222 Meremere","Total people, age","Total people, sex","2017",530,
"527221 Maramarua","Total people, age","Total people, sex","2017",1150,
"527210 Waerenga","Total people, age","Total people, sex","2017",2850,
"527131 Tamahere-Tauwhare","Total people, age","Total people, sex","2017",6350,
"527125 Eureka","Total people, age","Total people, sex","2017",2490,
"527123 Kainui","Total people, age","Total people, sex","2017",3110,
"527122 Gordonton","Total people, age","Total people, sex","2017",1270,
"527112 Taupiri Community","Total people, age","Total people, sex","2017",490,
"527111 Whitikahu","Total people, age","Total people, sex","2017",2420,
"554400 Whenuakura","Total people, age","Total people, sex","2017",1080,
"554300 Waitotara","Total people, age","Total people, sex","2017",70,
"554130 Okaiawa","Total people, age","Total people, sex","2017",570,
"554120 Ohangai","Total people, age","Total people, sex","2017",590,
"554115 Hawera West","Total people, age","Total people, sex","2017",820,
"554114 Waingongoro","Total people, age","Total people, sex","2017",460,
"554113 Tawhiti","Total people, age","Total people, sex","2017",830,
"554111 Ohawe Beach","Total people, age","Total people, sex","2017",770,
"554020 Hawera South","Total people, age","Total people, sex","2017",4120,
"554010 Hawera North","Total people, age","Total people, sex","2017",4060,
"553900 Normanby","Total people, age","Total people, sex","2017",900,
"553800 Manaia","Total people, age","Total people, sex","2017",1010,
"553700 Kapuni","Total people, age","Total people, sex","2017",1440,
"553601 Eltham","Total people, age","Total people, sex","2017",2050,
"553500 Mangatoki-Moeroa","Total people, age","Total people, sex","2017",1770,
"553400 Kaponga","Total people, age","Total people, sex","2017",330,
"553302 Kahui","Total people, age","Total people, sex","2017",2760,
"553301 Rahotu","Total people, age","Total people, sex","2017",240,
"553200 Opunake","Total people, age","Total people, sex","2017",1360,
"553102 Stratford East","Total people, age","Total people, sex","2017",2350,
"553101 Stratford West","Total people, age","Total people, sex","2017",3350,
"553004 Pembroke","Total people, age","Total people, sex","2017",1310,
"553003 Toko","Total people, age","Total people, sex","2017",1240,
"553002 Douglas","Total people, age","Total people, sex","2017",760,
"553001 Whangamomona","Total people, age","Total people, sex","2017",150,
"552900 Midhirst","Total people, age","Total people, sex","2017",250,
"552800 Inglewood","Total people, age","Total people, sex","2017",3570,
"552702 Kaimata","Total people, age","Total people, sex","2017",2950,
"552701 Egmont Village","Total people, age","Total people, sex","2017",660,
"552500 Struan Park","Total people, age","Total people, sex","2017",5260,
"552400 Frankleigh","Total people, age","Total people, sex","2017",3800,
"552300 Merrilands","Total people, age","Total people, sex","2017",3060,
"552200 Welbourn","Total people, age","Total people, sex","2017",2010,
"552100 Fitzroy","Total people, age","Total people, sex","2017",4060,
"552002 Marsland Hill","Total people, age","Total people, sex","2017",1490,
"552001 Mount Bryan","Total people, age","Total people, sex","2017",900,
"551900 Kawaroa","Total people, age","Total people, sex","2017",2050,
"551800 New Plymouth Central","Total people, age","Total people, sex","2017",700,
"551700 Westown","Total people, age","Total people, sex","2017",3630,
"551600 Upper Westown","Total people, age","Total people, sex","2017",1730,
"551503 Marfell","Total people, age","Total people, sex","2017",2230,
"551502 Spotswood","Total people, age","Total people, sex","2017",2240,
"551501 Lynmouth","Total people, age","Total people, sex","2017",2390,
"551400 Moturoa","Total people, age","Total people, sex","2017",3620,
"551302 Waitara East","Total people, age","Total people, sex","2017",2980,
"551301 Waitara West","Total people, age","Total people, sex","2017",3940,
"551120 Okato","Total people, age","Total people, sex","2017",620,
"551112 Kaitake","Total people, age","Total people, sex","2017",3180,
"551111 Lepperton","Total people, age","Total people, sex","2017",2580,
"551030 Omata","Total people, age","Total people, sex","2017",600,
"551024 Barrett","Total people, age","Total people, sex","2017",2210,
"551023 Fernleigh","Total people, age","Total people, sex","2017",920,
"551022 Highlands Park","Total people, age","Total people, sex","2017",3270,
"551021 Carrington","Total people, age","Total people, sex","2017",1030,
"551014 Mangaoraka","Total people, age","Total people, sex","2017",950,
"551013 Bowden","Total people, age","Total people, sex","2017",600,
"551012 Glen Avon","Total people, age","Total people, sex","2017",990,
"550902 Paraite","Total people, age","Total people, sex","2017",430,
"550901 Bell Block","Total people, age","Total people, sex","2017",5750,
"550800 Oakura","Total people, age","Total people, sex","2017",1550,
"550700 Okoki-Okau","Total people, age","Total people, sex","2017",2320,
"550600 Urenui","Total people, age","Total people, sex","2017",420,
"549602 Elsthorpe-Flemington","Total people, age","Total people, sex","2017",3310,
"549601 Porangahau","Total people, age","Total people, sex","2017",210,
"549500 Waipukurau","Total people, age","Total people, sex","2017",4140,
"549400 Otane","Total people, age","Total people, sex","2017",610,
"549200 Tikokino","Total people, age","Total people, sex","2017",2930,
"549100 Waipawa","Total people, age","Total people, sex","2017",2100,
"549000 Takapau","Total people, age","Total people, sex","2017",550,
"547400 Pirimai","Total people, age","Total people, sex","2017",3710,
"547300 Taradale South","Total people, age","Total people, sex","2017",5640,
"547200 Taradale North","Total people, age","Total people, sex","2017",5740,
"547100 Greenmeadows","Total people, age","Total people, sex","2017",6820,
"547002 Tamatea South","Total people, age","Total people, sex","2017",2770,
"547001 Tamatea North","Total people, age","Total people, sex","2017",2690,
"546902 Mclean Park","Total people, age","Total people, sex","2017",2520,
"546901 Nelson Park","Total people, age","Total people, sex","2017",2540,
"546802 Bluff Hill","Total people, age","Total people, sex","2017",2910,
"546801 Hospital Hill","Total people, age","Total people, sex","2017",2910,
"546700 Maraenui","Total people, age","Total people, sex","2017",3430,
"546600 Marewa","Total people, age","Total people, sex","2017",5070,
"546500 Onekawa South","Total people, age","Total people, sex","2017",4820,
"546400 Onekawa West","Total people, age","Total people, sex","2017",300,
"546300 Onekawa Central","Total people, age","Total people, sex","2017",1400,
"546200 Ahuriri","Total people, age","Total people, sex","2017",1050,
"546100 Westshore","Total people, age","Total people, sex","2017",1120,
"545632 Awatoto","Total people, age","Total people, sex","2017",350,
"545631 Meeanee","Total people, age","Total people, sex","2017",1920,
"545621 Poraiti","Total people, age","Total people, sex","2017",2220,
"545611 Bay View","Total people, age","Total people, sex","2017",2050,
"548833 Te Mata Hills","Total people, age","Total people, sex","2017",1100,
"548832 Havelock North Central","Total people, age","Total people, sex","2017",3330,
