Area,Age,Sex,Year at 30 June,Value,Flags
"584937 Nelson Creek-Ngahere","Total people, age","Total people, sex","2017",360,
"584936 Arnold Valley","Total people, age","Total people, sex","2017",180,
"584935 Marsden-Hohonu","Total people, age","Total people, sex","2017",410,
"584934 Greymouth Rural","Total people, age","Total people, sex","2017",80,
"584933 Atarau","Total people, age","Total people, sex","2017",190,
"584932 Coal Creek","Total people, age","Total people, sex","2017",60,
"584931 Barrytown","Total people, age","Total people, sex","2017",250,
"584930 Dobson","Total people, age","Total people, sex","2017",690,
"584923 Point Elizabeth","Total people, age","Total people, sex","2017",80,
"584922 Blackball","Total people, age","Total people, sex","2017",280,
"584912 South Beach-Camerons","Total people, age","Total people, sex","2017",1280,
"584911 Kaiata","Total people, age","Total people, sex","2017",310,
"584800 Karoro","Total people, age","Total people, sex","2017",960,
"624100 Inlet-Buller River","Total people, age","Total people, sex","2017",0,
"584703 Maruia","Total people, age","Total people, sex","2017",190,
"584702 Mawheraiti","Total people, age","Total people, sex","2017",360,
"584701 Inangahua Valley","Total people, age","Total people, sex","2017",310,
"584600 Reefton","Total people, age","Total people, sex","2017",980,
"584500 Westport Urban","Total people, age","Total people, sex","2017",3940,
"584412 Inangahua Junction","Total people, age","Total people, sex","2017",130,
"584411 Charleston","Total people, age","Total people, sex","2017",340,
"584410 Westport Rural","Total people, age","Total people, sex","2017",1520,
"584409 Buller Coalfields","Total people, age","Total people, sex","2017",520,
"584408 Mokihinui","Total people, age","Total people, sex","2017",150,
"584407 Little Wanganui","Total people, age","Total people, sex","2017",220,
"584405 Orowaiti","Total people, age","Total people, sex","2017",700,
"584404 Granity","Total people, age","Total people, sex","2017",220,
"584403 Hector-Ngakawau","Total people, age","Total people, sex","2017",220,
"584402 Karamea","Total people, age","Total people, sex","2017",340,
"581500 Kaikoura Rural","Total people, age","Total people, sex","2017",1640,
"581400 Kaikoura Township","Total people, age","Total people, sex","2017",2080,
"581260 Witherlea","Total people, age","Total people, sex","2017",5270,
"581250 Redwoodtown","Total people, age","Total people, sex","2017",5760,
"581240 Whitney","Total people, age","Total people, sex","2017",4570,
"581230 Blenheim Central","Total people, age","Total people, sex","2017",2880,
"581220 Mayfield","Total people, age","Total people, sex","2017",2940,
"581210 Springlands","Total people, age","Total people, sex","2017",4360,
"581100 Picton","Total people, age","Total people, sex","2017",2940,
"580802 Seddon","Total people, age","Total people, sex","2017",550,
"580801 Ward","Total people, age","Total people, sex","2017",940,
"580600 Severn","Total people, age","Total people, sex","2017",0,
"580452 Fairhall","Total people, age","Total people, sex","2017",420,
"580451 Weld Pass","Total people, age","Total people, sex","2017",220,
"580450 Wairau South","Total people, age","Total people, sex","2017",1630,
"580449 Rapaura","Total people, age","Total people, sex","2017",1240,
"580448 Tuamarina","Total people, age","Total people, sex","2017",1170,
"580447 Wairau North","Total people, age","Total people, sex","2017",440,
"580446 Marlborough Sounds Terrestrial","Total people, age","Total people, sex","2017",3350,
"580445 Marlborough Sounds Coastal Marine","Total people, age","Total people, sex","2017",40,
"580442 Waikawa","Total people, age","Total people, sex","2017",1420,
"580432 Riverlands","Total people, age","Total people, sex","2017",490,
"580431 Spring Creek-Grovetown","Total people, age","Total people, sex","2017",1320,
"580420 Omaka","Total people, age","Total people, sex","2017",930,
"581834 Rabbit Island","Total people, age","Total people, sex","2017",0,
"580410 Woodbourne","Total people, age","Total people, sex","2017",500,
"580300 Renwick","Total people, age","Total people, sex","2017",2320,
"580200 Havelock","Total people, age","Total people, sex","2017",530,
"623801 Inlet-Tasman Bay","Total people, age","Total people, sex","2017",0,
"584000 Langbein","Total people, age","Total people, sex","2017",3480,
"583900 Isel Park","Total people, age","Total people, sex","2017",3530,
"583800 Maitlands","Total people, age","Total people, sex","2017",2670,
"583700 Enner Glynn","Total people, age","Total people, sex","2017",3520,
"583600 Nayland","Total people, age","Total people, sex","2017",910,
"583500 Nelson Airport","Total people, age","Total people, sex","2017",1010,
"583400 The Brook","Total people, age","Total people, sex","2017",1570,
"583300 Grampians","Total people, age","Total people, sex","2017",2580,
"583202 Broads","Total people, age","Total people, sex","2017",1670,
"583201 Toi Toi","Total people, age","Total people, sex","2017",1930,
"583100 Tahuna Hills","Total people, age","Total people, sex","2017",2470,
"583000 Tahunanui","Total people, age","Total people, sex","2017",2340,
"582900 Atmore","Total people, age","Total people, sex","2017",1350,
"582800 Bronte","Total people, age","Total people, sex","2017",1920,
"582700 Kirks","Total people, age","Total people, sex","2017",930,
"582600 Maitai","Total people, age","Total people, sex","2017",670,
"582500 Trafalgar","Total people, age","Total people, sex","2017",560,
"582402 Washington","Total people, age","Total people, sex","2017",3300,
"582401 Britannia","Total people, age","Total people, sex","2017",1400,
"582300 The Wood","Total people, age","Total people, sex","2017",3030,
"582200 Port Nelson","Total people, age","Total people, sex","2017",90,
"582100 Atawhai","Total people, age","Total people, sex","2017",2860,
"582000 Clifton","Total people, age","Total people, sex","2017",1390,
"581812 Whangamoa","Total people, age","Total people, sex","2017",950,
"581723 Saxton","Total people, age","Total people, sex","2017",2130,
"581722 Waimea Inlet East","Total people, age","Total people, sex","2017",0,
"581721 Saxton Island","Total people, age","Total people, sex","2017",0,
"581715 Ngawhatu","Total people, age","Total people, sex","2017",2530,
"581713 Glenduan","Total people, age","Total people, sex","2017",560,
"623900 Inlet-Ligar Bay","Total people, age","Total people, sex","2017",10,
"623803 Oceanic-Tasman Region","Total people, age","Total people, sex","2017",0,
"584305 Jackett Island","Total people, age","Total people, sex","2017",10,
"584304 Moutere Inlet","Total people, age","Total people, sex","2017",0,
"584303 Motueka East","Total people, age","Total people, sex","2017",4290,
"584301 Motueka West","Total people, age","Total people, sex","2017",4040,
"584202 Richmond West","Total people, age","Total people, sex","2017",6800,
"584201 Richmond East","Total people, age","Total people, sex","2017",6550,
"581850 Riwaka","Total people, age","Total people, sex","2017",950,
"581844 Tapawera","Total people, age","Total people, sex","2017",410,
"581843 Murchison","Total people, age","Total people, sex","2017",550,
"581842 Lake Rotoroa","Total people, age","Total people, sex","2017",670,
"581841 Golden Downs","Total people, age","Total people, sex","2017",940,
"581836 Wai-Iti","Total people, age","Total people, sex","2017",5780,
"581835 Waimea Inlet West","Total people, age","Total people, sex","2017",10,
"581833 Motueka Outer","Total people, age","Total people, sex","2017",4400,
"581832 Kaiteriteri","Total people, age","Total people, sex","2017",890,
"581831 Inlet-Motueka","Total people, age","Total people, sex","2017",0,
"581825 Mapua","Total people, age","Total people, sex","2017",2220,
"581823 Wakefield","Total people, age","Total people, sex","2017",2300,
"581822 Brightwater","Total people, age","Total people, sex","2017",1990,
"581811 Richmond Hill","Total people, age","Total people, sex","2017",90,
"581726 Ranzau","Total people, age","Total people, sex","2017",840,
"581725 Bell Island","Total people, age","Total people, sex","2017",0,
"581724 Best Island","Total people, age","Total people, sex","2017",100,
"581720 Hope","Total people, age","Total people, sex","2017",1250,
"581717 Aniseed Hill","Total people, age","Total people, sex","2017",760,
"581602 Takaka","Total people, age","Total people, sex","2017",1310,
"581601 Golden Bay","Total people, age","Total people, sex","2017",4000,
"580100 Martinborough","Total people, age","Total people, sex","2017",1640,
"580000 Featherston","Total people, age","Total people, sex","2017",2420,
"579900 Greytown","Total people, age","Total people, sex","2017",2340,
"579804 Inland Water-Lake Wairarapa","Total people, age","Total people, sex","2017",0,
"579803 Kahutara","Total people, age","Total people, sex","2017",3420,
"579802 Tuturumuri","Total people, age","Total people, sex","2017",420,
"579700 Carterton","Total people, age","Total people, sex","2017",5230,
"579502 Te Wharau","Total people, age","Total people, sex","2017",1840,
"579501 Mt Holdsworth","Total people, age","Total people, sex","2017",1460,
"579400 Waingawa","Total people, age","Total people, sex","2017",520,
"579200 Lansdowne","Total people, age","Total people, sex","2017",4240,
"579100 Masterton Railway","Total people, age","Total people, sex","2017",310,
"579000 Ngaumutawa","Total people, age","Total people, sex","2017",1460,
"578902 Solway South","Total people, age","Total people, sex","2017",3340,
"578901 Solway North","Total people, age","Total people, sex","2017",2580,
"578800 Masterton East","Total people, age","Total people, sex","2017",3890,
"578700 Masterton West","Total people, age","Total people, sex","2017",3170,
"578600 Masterton Central","Total people, age","Total people, sex","2017",660,
"578402 Whareama","Total people, age","Total people, sex","2017",1760,
"578401 Kopuaranga","Total people, age","Total people, sex","2017",1640,
"578302 Opaki-Fernridge","Total people, age","Total people, sex","2017",1550,
"578301 Homebush-Te Ore Ore","Total people, age","Total people, sex","2017",580,
"577700 Makara-Ohariu","Total people, age","Total people, sex","2017",890,
"577602 Miramar West","Total people, age","Total people, sex","2017",450,
"577601 Maupuia","Total people, age","Total people, sex","2017",1560,
"577500 Seatoun","Total people, age","Total people, sex","2017",2400,
"577400 Karaka Bay-Worser Bay","Total people, age","Total people, sex","2017",1560,
"577302 Miramar","Total people, age","Total people, sex","2017",2570,
"577301 Miramar North","Total people, age","Total people, sex","2017",2690,
"577200 Miramar South","Total people, age","Total people, sex","2017",3790,
"577102 Strathmore Park","Total people, age","Total people, sex","2017",4040,
"577101 Seatoun Tunnel West","Total people, age","Total people, sex","2017",730,
"577000 Lyall Bay-Airport-Moa Point","Total people, age","Total people, sex","2017",3200,
"576904 Evans Bay Marina","Total people, age","Total people, sex","2017",20,
"576903 Kilbirnie West-Hataitai South","Total people, age","Total people, sex","2017",3490,
"576901 Kilbirnie East","Total people, age","Total people, sex","2017",3270,
"576800 Hataitai North","Total people, age","Total people, sex","2017",4970,
"576700 Roseneath","Total people, age","Total people, sex","2017",1880,
"576600 Oriental Bay","Total people, age","Total people, sex","2017",1120,
"576500 Adelaide","Total people, age","Total people, sex","2017",1170,
"576400 Newtown East","Total people, age","Total people, sex","2017",5920,
"576302 Berhampore East","Total people, age","Total people, sex","2017",1100,
"576301 Newtown West","Total people, age","Total people, sex","2017",3810,
"576200 Berhampore West","Total people, age","Total people, sex","2017",2650,
"576100 Melrose-Houghton Bay-Southgate","Total people, age","Total people, sex","2017",3810,
"576002 Island Bay East","Total people, age","Total people, sex","2017",3780,
"576001 Island Bay West","Total people, age","Total people, sex","2017",3600,
"575902 Happy Valley-Owhiro Bay","Total people, age","Total people, sex","2017",1850,
"575901 Brooklyn South","Total people, age","Total people, sex","2017",1130,
"575800 Kingston-Mornington","Total people, age","Total people, sex","2017",2360,
"575702 Vogeltown","Total people, age","Total people, sex","2017",970,
"575701 Vogeltown West","Total people, age","Total people, sex","2017",1220,
"575600 Brooklyn","Total people, age","Total people, sex","2017",4400,
"575500 Mitchelltown","Total people, age","Total people, sex","2017",770,
"575400 Taitville","Total people, age","Total people, sex","2017",550,
"575300 Kelburn","Total people, age","Total people, sex","2017",4270,
"575200 Northland","Total people, age","Total people, sex","2017",3070,
"575100 Karori South","Total people, age","Total people, sex","2017",4570,
"575000 Karori East","Total people, age","Total people, sex","2017",3700,
"574900 Karori Park","Total people, age","Total people, sex","2017",4740,
"574800 Karori North","Total people, age","Total people, sex","2017",2810,
"574703 Northland North","Total people, age","Total people, sex","2017",820,
"574702 Wilton","Total people, age","Total people, sex","2017",2200,
"574701 Crofton Downs","Total people, age","Total people, sex","2017",1650,
"574600 Wadestown","Total people, age","Total people, sex","2017",3920,
"574500 Kaiwharawhara","Total people, age","Total people, sex","2017",190,
"574402 Ngaio South","Total people, age","Total people, sex","2017",3280,
"574401 Awarua","Total people, age","Total people, sex","2017",3400,
"574304 Rangoon Heights","Total people, age","Total people, sex","2017",2750,
"574303 Ngauranga West","Total people, age","Total people, sex","2017",10,
"574302 Te Kainga","Total people, age","Total people, sex","2017",4070,
"574200 Khandallah Park-Broadmeadows","Total people, age","Total people, sex","2017",3050,
"574100 Raroa","Total people, age","Total people, sex","2017",3910,
"608800 Wanaka","Total people, age","Total people, sex","2017",8450,
"608700 Frankton","Total people, age","Total people, sex","2017",2140,
"608305 Inland Water-Lake Hawea","Total people, age","Total people, sex","2017",0,
"608304 Hawea","Total people, age","Total people, sex","2017",2640,
"608600 Cromwell","Total people, age","Total people, sex","2017",4890,
"608500 Alexandra","Total people, age","Total people, sex","2017",5450,
"608303 Clyde","Total people, age","Total people, sex","2017",1160,
"608302 Dunstan","Total people, age","Total people, sex","2017",5130,
"608100 Naseby","Total people, age","Total people, sex","2017",110,
"608000 Maniototo","Total people, age","Total people, sex","2017",1120,
"607900 Ranfurly","Total people, age","Total people, sex","2017",730,
"607800 Roxburgh","Total people, age","Total people, sex","2017",580,
"607501 Teviot","Total people, age","Total people, sex","2017",1130,
"626000 Inlet-Port Oamaru","Total people, age","Total people, sex","2017",0,
"601700 Nenthorn","Total people, age","Total people, sex","2017",120,
"601301 Waihemo","Total people, age","Total people, sex","2017",760,
"601200 Palmerston","Total people, age","Total people, sex","2017",840,
"601040 Oamaru South","Total people, age","Total people, sex","2017",3070,
"601030 Oamaru Central","Total people, age","Total people, sex","2017",2630,
"601020 Orana Park","Total people, age","Total people, sex","2017",2600,
"601010 Oamaru North","Total people, age","Total people, sex","2017",3480,
"600840 Hampden","Total people, age","Total people, sex","2017",300,
"600832 Inland Water-Lake Ohau","Total people, age","Total people, sex","2017",0,
"600831 Aviemore","Total people, age","Total people, sex","2017",840,
"600830 Otematata","Total people, age","Total people, sex","2017",190,
"600828 Kakanui","Total people, age","Total people, sex","2017",410,
"600827 Omarama","Total people, age","Total people, sex","2017",300,
"600826 Maheno","Total people, age","Total people, sex","2017",4120,
"600824 Kurow","Total people, age","Total people, sex","2017",320,
"600822 Duntroon","Total people, age","Total people, sex","2017",100,
"600813 Cape Wanbrow","Total people, age","Total people, sex","2017",330,
"600812 Ardgowan","Total people, age","Total people, sex","2017",730,
"600811 Pukeuri","Total people, age","Total people, sex","2017",220,
"600600 Weston","Total people, age","Total people, sex","2017",840,
"625200 Oceanic-Chatham Islands","Total people, age","Total people, sex","2017",0,
"597000 Chatham Islands","Total people, age","Total people, sex","2017",640,
"600500 Waimate","Total people, age","Total people, sex","2017",2890,
"600420 St Andrews","Total people, age","Total people, sex","2017",190,
"600410 Waihao","Total people, age","Total people, sex","2017",4820,
"600323 Mackenzie","Total people, age","Total people, sex","2017",1980,
"600322 Inland Water-Lake Tekapo","Total people, age","Total people, sex","2017",0,
"600321 Inland Water-Lake Alexandrina","Total people, age","Total people, sex","2017",0,
"600320 Lake Tekapo","Total people, age","Total people, sex","2017",420,
"600312 Mt Cook","Total people, age","Total people, sex","2017",220,
"600200 Fairlie","Total people, age","Total people, sex","2017",730,
"600100 Twizel Community","Total people, age","Total people, sex","2017",1250,
"625300 Inlet-Port Timaru","Total people, age","Total people, sex","2017",0,
"599900 Redruth","Total people, age","Total people, sex","2017",70,
"599800 Timaru Gardens","Total people, age","Total people, sex","2017",1640,
"599700 Parkside","Total people, age","Total people, sex","2017",2650,
"599600 Watlington","Total people, age","Total people, sex","2017",2460,
"599500 Seaview","Total people, age","Total people, sex","2017",2550,
"599400 Fraser Park","Total people, age","Total people, sex","2017",3060,
"599300 Gleniti","Total people, age","Total people, sex","2017",2510,
"599200 Glenwood","Total people, age","Total people, sex","2017",1850,
"599100 Highfield","Total people, age","Total people, sex","2017",3510,
"599000 Maori Park","Total people, age","Total people, sex","2017",1080,
"598900 Marchwiel","Total people, age","Total people, sex","2017",4090,
"598800 Waimataitai","Total people, age","Total people, sex","2017",1320,
"598700 Washdyke","Total people, age","Total people, sex","2017",960,
"598600 Temuka","Total people, age","Total people, sex","2017",4360,
"598500 Geraldine","Total people, age","Total people, sex","2017",2490,
"598320 Pleasant Point","Total people, age","Total people, sex","2017",1390,
"598314 Pareora","Total people, age","Total people, sex","2017",450,
"598313 Levels","Total people, age","Total people, sex","2017",4110,
"598312 Orari","Total people, age","Total people, sex","2017",4910,
"598311 Ben Mcleod","Total people, age","Total people, sex","2017",80,
"598202 Otipua Creek-Washdyke Flat","Total people, age","Total people, sex","2017",680,
"598201 Fairview-Scarborough","Total people, age","Total people, sex","2017",580,
"598000 Winchester","Total people, age","Total people, sex","2017",270,
"597860 Tinwald","Total people, age","Total people, sex","2017",3350,
"597850 Hampstead","Total people, age","Total people, sex","2017",3050,
"597840 Ashburton Central East","Total people, age","Total people, sex","2017",1800,
"597830 Netherby","Total people, age","Total people, sex","2017",2030,
"597820 Ashburton Central West","Total people, age","Total people, sex","2017",1020,
"597812 Allenton East","Total people, age","Total people, sex","2017",4400,
"597811 Allenton West","Total people, age","Total people, sex","2017",2240,
"597742 Rakaia","Total people, age","Total people, sex","2017",1220,
"597741 Chertsey","Total people, age","Total people, sex","2017",2780,
"597730 Hinds","Total people, age","Total people, sex","2017",5310,
"597720 Mt Somers","Total people, age","Total people, sex","2017",2910,
"597715 Ashburton East","Total people, age","Total people, sex","2017",350,
"597714 Fairton","Total people, age","Total people, sex","2017",740,
"597713 Ashburton North","Total people, age","Total people, sex","2017",400,
"597712 Plains Railway","Total people, age","Total people, sex","2017",640,
"597600 Methven","Total people, age","Total people, sex","2017",1870,
"597513 Rolleston South East","Total people, age","Total people, sex","2017",2770,
"597512 Springston","Total people, age","Total people, sex","2017",3520,
"597510 Rolleston South West","Total people, age","Total people, sex","2017",2560,
"597509 Rolleston North East","Total people, age","Total people, sex","2017",2730,
"597508 Rolleston Central","Total people, age","Total people, sex","2017",3580,
"597507 Rolleston North West","Total people, age","Total people, sex","2017",3010,
"597506 Selwyn-Rakaia","Total people, age","Total people, sex","2017",4720,
"597505 Inland Water-Lake Ellesmere North","Total people, age","Total people, sex","2017",0,
"597503 Dunsandel","Total people, age","Total people, sex","2017",580,
"597400 Southbridge","Total people, age","Total people, sex","2017",1010,
"597300 Leeston","Total people, age","Total people, sex","2017",1850,
"597200 Lincoln","Total people, age","Total people, sex","2017",5640,
"587905 Taitapu","Total people, age","Total people, sex","2017",770,
"587904 West Melton","Total people, age","Total people, sex","2017",9200,
"587849 Trents-Ladbrooks","Total people, age","Total people, sex","2017",2280,
"587848 Prebbleton","Total people, age","Total people, sex","2017",3100,
"587100 Malvern","Total people, age","Total people, sex","2017",3660,
"587020 Burnham Military Camp","Total people, age","Total people, sex","2017",1830,
"587010 Kirwee","Total people, age","Total people, sex","2017",4320,
"586900 Darfield","Total people, age","Total people, sex","2017",2210,
"625102 Inlets-Banks Peninsula Bays","Total people, age","Total people, sex","2017",0,
"625101 Inlet-Port Lyttelton","Total people, age","Total people, sex","2017",0,
"597102 Inland Water-Lake Ellesmere South","Total people, age","Total people, sex","2017",0,
"597101 Little River","Total people, age","Total people, sex","2017",1140,
"596902 Banks Peninsula Eastern Bays","Total people, age","Total people, sex","2017",460,
"596901 Akaroa Harbour","Total people, age","Total people, sex","2017",820,
"596800 Akaroa","Total people, age","Total people, sex","2017",610,
"596600 Port Levy","Total people, age","Total people, sex","2017",90,
"596504 Quail Island","Total people, age","Total people, sex","2017",0,
"596503 Governors Bay","Total people, age","Total people, sex","2017",940,
"596502 Diamond Harbour","Total people, age","Total people, sex","2017",1540,
"596400 Lyttelton","Total people, age","Total people, sex","2017",3110,
"596200 Sumner","Total people, age","Total people, sex","2017",3920,
"596102 Moncks Bay","Total people, age","Total people, sex","2017",3210,
"596101 Avon-Heathcote Estuary","Total people, age","Total people, sex","2017",0,
"596000 Mt Pleasant","Total people, age","Total people, sex","2017",3550,
"595900 South Brighton","Total people, age","Total people, sex","2017",3410,
"595800 New Brighton","Total people, age","Total people, sex","2017",2690,
"595700 Rawhiti","Total people, age","Total people, sex","2017",3750,
"595600 North Beach","Total people, age","Total people, sex","2017",4890,
"595500 Beckenham","Total people, age","Total people, sex","2017",2590,
"595400 Somerfield","Total people, age","Total people, sex","2017",4000,
"595300 Hillmorton","Total people, age","Total people, sex","2017",4900,
"595200 Hoon Hay South","Total people, age","Total people, sex","2017",2160,
"595100 Hoon Hay","Total people, age","Total people, sex","2017",3150,
"595000 Spreydon","Total people, age","Total people, sex","2017",3980,
"594900 Barrington South","Total people, age","Total people, sex","2017",3070,
"594800 Barrington North","Total people, age","Total people, sex","2017",5950,
"594700 Addington","Total people, age","Total people, sex","2017",4330,
"594600 Sydenham","Total people, age","Total people, sex","2017",6550,
"594500 Waltham","Total people, age","Total people, sex","2017",1280,
"594400 St Martins","Total people, age","Total people, sex","2017",4500,
"594300 Opawa","Total people, age","Total people, sex","2017",3240,
"594200 Ensors","Total people, age","Total people, sex","2017",4010,
"594100 Woolston South","Total people, age","Total people, sex","2017",2650,
"594020 Ferrymead","Total people, age","Total people, sex","2017",3460,
"594010 Woolston West","Total people, age","Total people, sex","2017",3630,
"593900 Bromley","Total people, age","Total people, sex","2017",3280,
"593800 Bexley","Total people, age","Total people, sex","2017",2630,
"593700 Linwood East","Total people, age","Total people, sex","2017",2250,
"593600 Linwood North","Total people, age","Total people, sex","2017",2690,
"593502 Phillipstown","Total people, age","Total people, sex","2017",4720,
"593501 Linwood","Total people, age","Total people, sex","2017",5450,
"593400 Avonside","Total people, age","Total people, sex","2017",1900,
"593300 Richmond South","Total people, age","Total people, sex","2017",2050,
"593200 Richmond North","Total people, age","Total people, sex","2017",2420,
"593100 Aranui","Total people, age","Total people, sex","2017",4400,
"593000 Wainoni","Total people, age","Total people, sex","2017",2940,
"592900 Avondale","Total people, age","Total people, sex","2017",2610,
"592820 Travis","Total people, age","Total people, sex","2017",2120,
"592812 Dallington","Total people, age","Total people, sex","2017",1930,
"592811 Burwood","Total people, age","Total people, sex","2017",1090,
"592702 Shirley East","Total people, age","Total people, sex","2017",3610,
"592701 Shirley West","Total people, age","Total people, sex","2017",4020,
"592600 Edgeware","Total people, age","Total people, sex","2017",4730,
"592500 Mairehau","Total people, age","Total people, sex","2017",3260,
"592402 St Albans East","Total people, age","Total people, sex","2017",5180,
"592401 St Albans West","Total people, age","Total people, sex","2017",2640,
"592300 Rutland","Total people, age","Total people, sex","2017",5370,
"592200 Merivale","Total people, age","Total people, sex","2017",2890,
"592100 Strowan","Total people, age","Total people, sex","2017",3980,
"592000 Aorangi","Total people, age","Total people, sex","2017",5910,
"591900 Papanui","Total people, age","Total people, sex","2017",3880,
"591800 Northcote","Total people, age","Total people, sex","2017",2710,
"591700 Avon Loop","Total people, age","Total people, sex","2017",4160,
"591600 Hagley Park","Total people, age","Total people, sex","2017",1060,
"591500 Cathedral Square","Total people, age","Total people, sex","2017",640,
"591300 Heathcote Valley","Total people, age","Total people, sex","2017",2130,
"591200 Rapaki Track","Total people, age","Total people, sex","2017",1500,
"591102 Cashmere East","Total people, age","Total people, sex","2017",4100,
"591101 Cashmere West","Total people, age","Total people, sex","2017",3400,
"590900 Riccarton South","Total people, age","Total people, sex","2017",600,
"590800 Riccarton","Total people, age","Total people, sex","2017",5240,
"590702 Riccarton West","Total people, age","Total people, sex","2017",3720,
"590701 Mona Vale","Total people, age","Total people, sex","2017",2600,
"590604 Styx","Total people, age","Total people, sex","2017",2240,
"590603 Waimairi Beach","Total people, age","Total people, sex","2017",3600,
"590602 Parklands","Total people, age","Total people, sex","2017",5120,
"590507 Prestons","Total people, age","Total people, sex","2017",1590,
"590506 Highfield Park","Total people, age","Total people, sex","2017",920,
"590505 Westhaven","Total people, age","Total people, sex","2017",2590,
"590504 Mairehau North","Total people, age","Total people, sex","2017",1810,
"590501 Travis Wetland","Total people, age","Total people, sex","2017",5140,
"590400 Belfast","Total people, age","Total people, sex","2017",4680,
"590300 Middleton","Total people, age","Total people, sex","2017",1990,
"590200 Wharenui","Total people, age","Total people, sex","2017",3080,
"590100 Upper Riccarton","Total people, age","Total people, sex","2017",3570,
"590000 Ilam","Total people, age","Total people, sex","2017",5750,
"589900 Avonhead","Total people, age","Total people, sex","2017",3990,
"589800 Avonhead West","Total people, age","Total people, sex","2017",3320,
"589700 Westburn","Total people, age","Total people, sex","2017",3290,
"589602 Merrin","Total people, age","Total people, sex","2017",1640,
"589601 Hawthornden","Total people, age","Total people, sex","2017",3410,
"589500 Deans Bush","Total people, age","Total people, sex","2017",1740,
"589400 Fendalton","Total people, age","Total people, sex","2017",3190,
"589300 Holmwood","Total people, age","Total people, sex","2017",2230,
"589200 Bryndwr","Total people, age","Total people, sex","2017",3180,
"589100 Jellie Park","Total people, age","Total people, sex","2017",3100,
"589000 Wairarapa","Total people, age","Total people, sex","2017",2060,
"588900 Burnside","Total people, age","Total people, sex","2017",2560,
"588800 Russley","Total people, age","Total people, sex","2017",3490,
"588700 Bishopdale","Total people, age","Total people, sex","2017",2650,
"588600 Harewood","Total people, age","Total people, sex","2017",3530,
"588500 Bishopdale North","Total people, age","Total people, sex","2017",5110,
"588402 Sawyers Arms","Total people, age","Total people, sex","2017",3470,
"588401 Belfast South","Total people, age","Total people, sex","2017",3710,
"588300 Casebrook","Total people, age","Total people, sex","2017",2780,
"588200 Styx Mill","Total people, age","Total people, sex","2017",3430,
"588102 Redwood South","Total people, age","Total people, sex","2017",3050,
"588101 Redwood North","Total people, age","Total people, sex","2017",4480,
"587903 Kennedys Bush","Total people, age","Total people, sex","2017",740,
"587902 Mcleans Island","Total people, age","Total people, sex","2017",260,
"587847 Hendersons Basin","Total people, age","Total people, sex","2017",740,
"587846 Halswell Domain","Total people, age","Total people, sex","2017",1800,
"587845 Aidanfield","Total people, age","Total people, sex","2017",3390,
"587844 Westmorland","Total people, age","Total people, sex","2017",2000,
"587842 Halswell West","Total people, age","Total people, sex","2017",1820,
"587830 Islington","Total people, age","Total people, sex","2017",3290,
"587822 Templeton","Total people, age","Total people, sex","2017",1980,
"587821 Paparua","Total people, age","Total people, sex","2017",930,
"587812 Broomfield","Total people, age","Total people, sex","2017",2980,
"587811 Yaldhurst","Total people, age","Total people, sex","2017",1580,
"587702 Wigram","Total people, age","Total people, sex","2017",6250,
"587701 Sockburn","Total people, age","Total people, sex","2017",7010,
"587500 Hornby South","Total people, age","Total people, sex","2017",5590,
"587400 Hornby North","Total people, age","Total people, sex","2017",3560,
"587304 Oaklands East","Total people, age","Total people, sex","2017",3610,
"587303 Oaklands West","Total people, age","Total people, sex","2017",2600,
"587302 Halswell South","Total people, age","Total people, sex","2017",2500,
"586802 Oxford","Total people, age","Total people, sex","2017",2140,
"586801 Ashley Gorge","Total people, age","Total people, sex","2017",1920,
"586606 Eyrewell","Total people, age","Total people, sex","2017",1510,
"586605 West Eyreton","Total people, age","Total people, sex","2017",1450,
"586604 Ohoka","Total people, age","Total people, sex","2017",1280,
"586603 Mandeville","Total people, age","Total people, sex","2017",3290,
"586504 Silverstream","Total people, age","Total people, sex","2017",430,
"586503 Kaiapoi West","Total people, age","Total people, sex","2017",1170,
"586501 Clarkville","Total people, age","Total people, sex","2017",1280,
"586409 Kaiapoi North East","Total people, age","Total people, sex","2017",2420,
"586408 Kaiapoi North West","Total people, age","Total people, sex","2017",1470,
"586407 Kaiapoi East","Total people, age","Total people, sex","2017",890,
"586405 Courtenay","Total people, age","Total people, sex","2017",470,
"586403 Kaiapoi South","Total people, age","Total people, sex","2017",2250,
"586404 Mansfield","Total people, age","Total people, sex","2017",1980,
"666673 Antipodes Islands","Total people, age","Total people, sex","2017",0,
"666672 Oceanic-Antipodes Islands","Total people, age","Total people, sex","2017",0,
"609013 Glenorchy","Total people, age","Total people, sex","2017",440,
"666671 Snares Island","Total people, age","Total people, sex","2017",0,
"666670 Oceanic-Snares Islands","Total people, age","Total people, sex","2017",0,
"666669 Bounty Islands","Total people, age","Total people, sex","2017",0,
"666668 Oceanic-Bounty Islands","Total people, age","Total people, sex","2017",0,
"666667 NZ Economic Zone","Total people, age","Total people, sex","2017",0,
"628000 Ross Dependency","Total people, age","Total people, sex","2017",0,
"627204 Auckland Islands","Total people, age","Total people, sex","2017",0,
"627203 Oceanic-Auckland Islands","Total people, age","Total people, sex","2017",0,
"627201 Oceanic-Southland Region","Total people, age","Total people, sex","2017",0,
"626900 Oceanic-Oil Rig Southland","Total people, age","Total people, sex","2017",0,
"626602 Campbell Island","Total people, age","Total people, sex","2017",0,
