Area,Age,Sex,Year at 30 June,Value,Flags
"523818 Redoubt East","Total people, age","Total people, sex","2016",970,
"523819 Mill Road","Total people, age","Total people, sex","2016",940,
"523820 Redoubt South","Total people, age","Total people, sex","2016",7070,
"523911 Takanini North","Total people, age","Total people, sex","2016",4100,
"523912 Takanini South","Total people, age","Total people, sex","2016",5900,
"523920 Takanini West","Total people, age","Total people, sex","2016",5040,
"524001 Ambury","Total people, age","Total people, sex","2016",3540,
"524002 Mangere Bridge","Total people, age","Total people, sex","2016",6510,
"524111 Mangere Central","Total people, age","Total people, sex","2016",3370,
"524112 Mascot","Total people, age","Total people, sex","2016",4430,
"524121 Arahanga","Total people, age","Total people, sex","2016",2440,
"524122 Viscount","Total people, age","Total people, sex","2016",4530,
"524200 Mangere South","Total people, age","Total people, sex","2016",8110,
"524301 Mangere East","Total people, age","Total people, sex","2016",6620,
"524302 Aorere","Total people, age","Total people, sex","2016",6060,
"524303 Kohuora","Total people, age","Total people, sex","2016",6810,
"524402 Mangere Station","Total people, age","Total people, sex","2016",200,
"524403 Favona West","Total people, age","Total people, sex","2016",3050,
"524404 Favona North","Total people, age","Total people, sex","2016",2870,
"524405 Favona South","Total people, age","Total people, sex","2016",3780,
"524510 Harania North","Total people, age","Total people, sex","2016",4210,
"524520 Harania West","Total people, age","Total people, sex","2016",5450,
"524530 Harania East","Total people, age","Total people, sex","2016",5730,
"524602 Wiri","Total people, age","Total people, sex","2016",4460,
"524603 Puhinui South","Total people, age","Total people, sex","2016",3190,
"524604 Manukau Central","Total people, age","Total people, sex","2016",1860,
"524711 Burbank","Total people, age","Total people, sex","2016",3860,
"524712 Homai West","Total people, age","Total people, sex","2016",2380,
"524713 Rowandale","Total people, age","Total people, sex","2016",3640,
"524720 Homai East","Total people, age","Total people, sex","2016",6980,
"524811 Weymouth West","Total people, age","Total people, sex","2016",4710,
"524812 Weymouth East","Total people, age","Total people, sex","2016",5630,
"524821 Clendon North","Total people, age","Total people, sex","2016",3350,
"524822 Clendon South","Total people, age","Total people, sex","2016",5650,
"524901 Hillpark","Total people, age","Total people, sex","2016",5690,
"524902 Manurewa East","Total people, age","Total people, sex","2016",2760,
"525001 Manurewa Central","Total people, age","Total people, sex","2016",4890,
"525002 Beaumont","Total people, age","Total people, sex","2016",2700,
"525101 Leabank","Total people, age","Total people, sex","2016",5890,
"525102 Wattle Farm","Total people, age","Total people, sex","2016",8110,
"525201 Clevedon","Total people, age","Total people, sex","2016",2820,
"525202 Kawakawa-Orere","Total people, age","Total people, sex","2016",1120,
"525410 Papakura Central","Total people, age","Total people, sex","2016",2360,
"525420 Papakura North","Total people, age","Total people, sex","2016",2690,
"525510 Papakura South","Total people, age","Total people, sex","2016",1900,
"525520 Opaheke","Total people, age","Total people, sex","2016",2870,
"525530 Rosehill","Total people, age","Total people, sex","2016",3620,
"525540 Pahurehure","Total people, age","Total people, sex","2016",3400,
"525610 Papakura East","Total people, age","Total people, sex","2016",6990,
"525620 Massey Park","Total people, age","Total people, sex","2016",2130,
"525630 Papakura North East","Total people, age","Total people, sex","2016",4740,
"525700 Red Hill","Total people, age","Total people, sex","2016",2800,
"525910 Pukekohe North","Total people, age","Total people, sex","2016",10350,
"525921 Pukekohe West","Total people, age","Total people, sex","2016",7600,
"525922 Bledisloe Park","Total people, age","Total people, sex","2016",3210,
"526103 Waiuku West","Total people, age","Total people, sex","2016",3470,
"526104 Waiuku East","Total people, age","Total people, sex","2016",3860,
"526105 South Waiuku","Total people, age","Total people, sex","2016",1770,
"615800 Mokohinau Island","Total people, age","Total people, sex","2016",0,
"615900 Little Barrier Island","Total people, age","Total people, sex","2016",0,
"616001 Kaikoura and Rangiahua Islands","Total people, age","Total people, sex","2016",40,
"616002 Inlet-Port Fitzroy","Total people, age","Total people, sex","2016",0,
"616100 Cape Barrier","Total people, age","Total people, sex","2016",0,
"616200 Rakitu Island","Total people, age","Total people, sex","2016",0,
"616300 Browns Island","Total people, age","Total people, sex","2016",0,
"616400 Aiguilles Island","Total people, age","Total people, sex","2016",0,
"617101 Inlet-Kaipara Harbour South","Total people, age","Total people, sex","2016",0,
"617102 Inlet-Kaipara River","Total people, age","Total people, sex","2016",0,
"617200 Inlet-Takapuna Head","Total people, age","Total people, sex","2016",0,
"521136 Kaiaua","Total people, age","Total people, sex","2016",820,
"533800 Ngatea","Total people, age","Total people, sex","2016",1350,
"533901 Hauraki Plains","Total people, age","Total people, sex","2016",2650,
"533902 Turua","Total people, age","Total people, sex","2016",1380,
"533903 Kerepehi","Total people, age","Total people, sex","2016",470,
"534200 Ohinemuri","Total people, age","Total people, sex","2016",3360,
"534300 Paeroa","Total people, age","Total people, sex","2016",4350,
"534400 Waihi","Total people, age","Total people, sex","2016",5160,
"521114 Redoubt","Total people, age","Total people, sex","2016",220,
"521115 Opuawhanga","Total people, age","Total people, sex","2016",260,
"521117 Buckland South","Total people, age","Total people, sex","2016",980,
"521131 Pokeno","Total people, age","Total people, sex","2016",2230,
"521135 Mangatawhiri","Total people, age","Total people, sex","2016",1710,
"521153 Otaua","Total people, age","Total people, sex","2016",2560,
"526106 Pukeoware","Total people, age","Total people, sex","2016",250,
"526200 Tuakau","Total people, age","Total people, sex","2016",4770,
"526400 Rotowaro","Total people, age","Total people, sex","2016",0,
"526500 Raglan","Total people, age","Total people, sex","2016",3120,
"526601 Waikato Western Hills","Total people, age","Total people, sex","2016",4400,
"526602 Te Uku","Total people, age","Total people, sex","2016",2040,
"526701 Onewhero","Total people, age","Total people, sex","2016",4250,
"526702 Te Akau","Total people, age","Total people, sex","2016",1040,
"526900 Te Kauwhata","Total people, age","Total people, sex","2016",1680,
"527004 Matangi","Total people, age","Total people, sex","2016",2370,
"527111 Whitikahu","Total people, age","Total people, sex","2016",2340,
"527112 Taupiri Community","Total people, age","Total people, sex","2016",480,
"527122 Gordonton","Total people, age","Total people, sex","2016",1240,
"527123 Kainui","Total people, age","Total people, sex","2016",3010,
"527125 Eureka","Total people, age","Total people, sex","2016",2430,
"527131 Tamahere-Tauwhare","Total people, age","Total people, sex","2016",6270,
"527210 Waerenga","Total people, age","Total people, sex","2016",2800,
"527221 Maramarua","Total people, age","Total people, sex","2016",1120,
"527222 Meremere","Total people, age","Total people, sex","2016",510,
"527401 Huntly West","Total people, age","Total people, sex","2016",3220,
"527402 Huntly East","Total people, age","Total people, sex","2016",4640,
"527912 Te Kowhai","Total people, age","Total people, sex","2016",1700,
"527913 Whatawhata","Total people, age","Total people, sex","2016",2710,
"527916 Horotiu","Total people, age","Total people, sex","2016",840,
"528200 Ngaruawahia","Total people, age","Total people, sex","2016",6000,
"619000 Inlet-Raglan Harbour","Total people, age","Total people, sex","2016",0,
"619101 Inlet-Aotea Harbour North","Total people, age","Total people, sex","2016",0,
"617501 Oceanic-Auckland Region East","Total people, age","Total people, sex","2016",10,
"617400 Inlet-Hobson Bay","Total people, age","Total people, sex","2016",0,
"617502 Tidal-Great Barrier Island","Total people, age","Total people, sex","2016",0,
"617503 Tidal-Motutapu and Browns Islands","Total people, age","Total people, sex","2016",0,
"617602 Oceanic-Auckland Region West","Total people, age","Total people, sex","2016",0,
"617604 Tidal-Manukau Harbour","Total people, age","Total people, sex","2016",20,
"617605 Inlet-Manukau Harbour","Total people, age","Total people, sex","2016",0,
"617606 Tidal-Manukau Harbour North","Total people, age","Total people, sex","2016",0,
"617702 Tidal-Tamaki","Total people, age","Total people, sex","2016",10,
"617703 Tamaki Strait","Total people, age","Total people, sex","2016",20,
"617704 Tidal-Eastern Bays","Total people, age","Total people, sex","2016",0,
"617800 Inlet-Waiuku River","Total people, age","Total people, sex","2016",0,
"617901 Inlet-Waitemata Harbour","Total people, age","Total people, sex","2016",170,
"617902 Tidal-Waitemata Harbour","Total people, age","Total people, sex","2016",0,
"617903 Auckland City-Marinas","Total people, age","Total people, sex","2016",40,
"533000 Whitianga","Total people, age","Total people, sex","2016",4790,
"533100 Coromandel","Total people, age","Total people, sex","2016",1660,
"533200 Te Rerenga","Total people, age","Total people, sex","2016",4490,
"533300 Whangamata","Total people, age","Total people, sex","2016",3800,
"533400 Tairua","Total people, age","Total people, sex","2016",1370,
"533501 Moanataiari","Total people, age","Total people, sex","2016",2560,
"533502 Parawai","Total people, age","Total people, sex","2016",4590,
"533602 Pauanui Beach","Total people, age","Total people, sex","2016",770,
"533603 Hikuai","Total people, age","Total people, sex","2016",3450,
"533604 Te Puru-Thornton Bay","Total people, age","Total people, sex","2016",920,
"619301 Inlets-Thames-Coromandel District","Total people, age","Total people, sex","2016",10,
"619302 Islands-Thames-Coromandel District","Total people, age","Total people, sex","2016",0,
"534602 Waitoa","Total people, age","Total people, sex","2016",330,
"534603 Springdale","Total people, age","Total people, sex","2016",2580,
"534604 Waihou-Walton","Total people, age","Total people, sex","2016",4280,
"534800 Te Aroha","Total people, age","Total people, sex","2016",4240,
"534901 Morrinsville West","Total people, age","Total people, sex","2016",2790,
"534902 Morrinsville East","Total people, age","Total people, sex","2016",4810,
"535000 Waharoa","Total people, age","Total people, sex","2016",540,
"535220 Okauia","Total people, age","Total people, sex","2016",2140,
"535231 Te Poi","Total people, age","Total people, sex","2016",870,
"535242 Hinuera","Total people, age","Total people, sex","2016",960,
"535501 Matamata North","Total people, age","Total people, sex","2016",3160,
"535502 Matamata South","Total people, age","Total people, sex","2016",4570,
"527005 Sylvester","Total people, age","Total people, sex","2016",3120,
"527006 Flagstaff","Total people, age","Total people, sex","2016",4210,
"527007 Horsham Downs","Total people, age","Total people, sex","2016",5550,
"527008 Rototuna","Total people, age","Total people, sex","2016",3490,
"527009 Huntington","Total people, age","Total people, sex","2016",8830,
"527124 Newstead","Total people, age","Total people, sex","2016",230,
"527810 Peacocke","Total people, age","Total people, sex","2016",780,
"527820 Temple View","Total people, age","Total people, sex","2016",1390,
"527917 Te Rapa North","Total people, age","Total people, sex","2016",150,
"528310 Bryant","Total people, age","Total people, sex","2016",6300,
"528320 Pukete","Total people, age","Total people, sex","2016",2560,
"528402 Pukete West","Total people, age","Total people, sex","2016",2260,
"528403 Te Rapa","Total people, age","Total people, sex","2016",370,
"528405 Burbush","Total people, age","Total people, sex","2016",180,
"528406 Rotokauri","Total people, age","Total people, sex","2016",190,
"528501 Nawton","Total people, age","Total people, sex","2016",5080,
"528503 Crawshaw","Total people, age","Total people, sex","2016",3220,
"528504 Grandview","Total people, age","Total people, sex","2016",3510,
"528505 Brymer","Total people, age","Total people, sex","2016",3010,
"528601 Dinsdale North","Total people, age","Total people, sex","2016",4510,
"528602 Dinsdale South","Total people, age","Total people, sex","2016",4490,
"528700 Beerescourt","Total people, age","Total people, sex","2016",3540,
"528800 Maeroa","Total people, age","Total people, sex","2016",4100,
"528900 Frankton Junction","Total people, age","Total people, sex","2016",2090,
"529000 Swarbrick","Total people, age","Total people, sex","2016",5320,
"529100 Hamilton Lake","Total people, age","Total people, sex","2016",4500,
"529200 Melville","Total people, age","Total people, sex","2016",5300,
"529300 Glenview","Total people, age","Total people, sex","2016",5870,
"529401 Queenwood","Total people, age","Total people, sex","2016",3380,
"529402 Chedworth","Total people, age","Total people, sex","2016",3960,
"529501 Porritt","Total people, age","Total people, sex","2016",1990,
"529502 Insoll","Total people, age","Total people, sex","2016",2890,
"529503 Fairview Downs","Total people, age","Total people, sex","2016",3720,
"529600 Chartwell","Total people, age","Total people, sex","2016",2850,
"529700 Hamilton Central","Total people, age","Total people, sex","2016",3380,
"529800 Clarkin","Total people, age","Total people, sex","2016",3410,
"529900 Claudelands","Total people, age","Total people, sex","2016",2740,
"530000 Enderley","Total people, age","Total people, sex","2016",4770,
"530100 Peachgrove","Total people, age","Total people, sex","2016",3510,
"530200 Hamilton East","Total people, age","Total people, sex","2016",4420,
"530300 Naylor","Total people, age","Total people, sex","2016",4950,
"530400 Bader","Total people, age","Total people, sex","2016",4540,
"530500 University","Total people, age","Total people, sex","2016",6630,
"530600 Silverdale","Total people, age","Total people, sex","2016",2890,
"530700 Hillcrest West","Total people, age","Total people, sex","2016",4170,
"530800 Riverlea","Total people, age","Total people, sex","2016",2870,
"526603 Te Pahu","Total people, age","Total people, sex","2016",1420,
"527133 Hautapu","Total people, age","Total people, sex","2016",2050,
"527134 Swayne","Total people, age","Total people, sex","2016",1670,
"527501 Cambridge North","Total people, age","Total people, sex","2016",3300,
"527502 Cambridge West","Total people, age","Total people, sex","2016",2920,
"527503 Cambridge Central","Total people, age","Total people, sex","2016",870,
"527504 Leamington West","Total people, age","Total people, sex","2016",3880,
"527505 Leamington East","Total people, age","Total people, sex","2016",4200,
"527600 Ohaupo","Total people, age","Total people, sex","2016",550,
"527700 Kihikihi","Total people, age","Total people, sex","2016",2190,
"527914 Ngahinapouri","Total people, age","Total people, sex","2016",2340,
"527915 Lake Cameron","Total people, age","Total people, sex","2016",1330,
"527921 Te Rore","Total people, age","Total people, sex","2016",470,
"527922 Pirongia","Total people, age","Total people, sex","2016",1540,
"527923 Pokuru","Total people, age","Total people, sex","2016",580,
"527924 Lake Ngaroto","Total people, age","Total people, sex","2016",620,
"527925 Tokanui","Total people, age","Total people, sex","2016",480,
"527931 Pukerimu","Total people, age","Total people, sex","2016",740,
"527932 Kaipaki","Total people, age","Total people, sex","2016",1100,
"527934 Rotoorangi","Total people, age","Total people, sex","2016",2080,
"527935 Te Rahu","Total people, age","Total people, sex","2016",1010,
"527936 Kihikihi Flat","Total people, age","Total people, sex","2016",890,
"527937 Allen Road","Total people, age","Total people, sex","2016",210,
"528000 Rotongata","Total people, age","Total people, sex","2016",880,
"531001 Te Awamutu West","Total people, age","Total people, sex","2016",1420,
"531002 Te Awamutu Central","Total people, age","Total people, sex","2016",3630,
"531003 Te Awamutu East","Total people, age","Total people, sex","2016",3140,
"531004 Te Awamutu South","Total people, age","Total people, sex","2016",3190,
"535241 Karapiro","Total people, age","Total people, sex","2016",2900,
"531100 Kawhia Community","Total people, age","Total people, sex","2016",350,
"531200 Otorohanga","Total people, age","Total people, sex","2016",2700,
"531301 Otorohanga Rural West","Total people, age","Total people, sex","2016",2030,
"531303 Te Kawa","Total people, age","Total people, sex","2016",500,
"531304 Otorohanga Rural East","Total people, age","Total people, sex","2016",4390,
"618300 Te Motu Island","Total people, age","Total people, sex","2016",0,
"619102 Inlets-Otorohanga District","Total people, age","Total people, sex","2016",0,
"535100 Tirau","Total people, age","Total people, sex","2016",750,
"535211 Mangakaretu","Total people, age","Total people, sex","2016",240,
"535212 Kinleith","Total people, age","Total people, sex","2016",250,
"535232 Tapapa","Total people, age","Total people, sex","2016",1060,
"535250 Arapuni","Total people, age","Total people, sex","2016",2370,
"535261 Lichfield","Total people, age","Total people, sex","2016",1090,
"535262 Wawa","Total people, age","Total people, sex","2016",790,
"535310 Paraonui","Total people, age","Total people, sex","2016",1820,
"535320 Parkdale","Total people, age","Total people, sex","2016",730,
"535330 Matarawa","Total people, age","Total people, sex","2016",2100,
"535340 Stanley Park","Total people, age","Total people, sex","2016",2160,
"535350 Tokoroa Central","Total people, age","Total people, sex","2016",790,
"535360 Aotea","Total people, age","Total people, sex","2016",3230,
"535370 Strathmore","Total people, age","Total people, sex","2016",2230,
"535380 Amisfield","Total people, age","Total people, sex","2016",160,
"535600 Putaruru","Total people, age","Total people, sex","2016",4030,
"531500 Piopio","Total people, age","Total people, sex","2016",440,
"531600 Taharoa","Total people, age","Total people, sex","2016",270,
"531710 Mahoenui","Total people, age","Total people, sex","2016",410,
"531720 Marokopa","Total people, age","Total people, sex","2016",1660,
"531731 Waipa Valley","Total people, age","Total people, sex","2016",1100,
"531732 Tiroa","Total people, age","Total people, sex","2016",60,
"531800 Mokauiti","Total people, age","Total people, sex","2016",1080,
"532000 Te Kuiti","Total people, age","Total people, sex","2016",4630,
"619201 Inlet-Waitomo District","Total people, age","Total people, sex","2016",0,
"532200 Omori","Total people, age","Total people, sex","2016",200,
"532502 Kuratau","Total people, age","Total people, sex","2016",290,
"540900 Mangakino","Total people, age","Total people, sex","2016",780,
"541000 Turangi","Total people, age","Total people, sex","2016",3260,
"541311 Acacia Bay","Total people, age","Total people, sex","2016",1580,
"541312 Wairakei-Aratiatia","Total people, age","Total people, sex","2016",630,
"541313 Maunganamu","Total people, age","Total people, sex","2016",490,
"541315 Taupo East","Total people, age","Total people, sex","2016",10,
"541316 Wharewaka","Total people, age","Total people, sex","2016",510,
"541317 Rangatira Park","Total people, age","Total people, sex","2016",790,
"541318 Rangatira","Total people, age","Total people, sex","2016",90,
"541319 Lakewood","Total people, age","Total people, sex","2016",1580,
"541320 Marotiri","Total people, age","Total people, sex","2016",1710,
"541333 Kinloch","Total people, age","Total people, sex","2016",580,
"541334 Tatua","Total people, age","Total people, sex","2016",350,
"541335 Oruanui","Total people, age","Total people, sex","2016",2420,
"541342 Rangitaiki","Total people, age","Total people, sex","2016",150,
"541344 Broadlands","Total people, age","Total people, sex","2016",710,
"541345 Waitahanui","Total people, age","Total people, sex","2016",460,
"541346 Tongariro","Total people, age","Total people, sex","2016",540,
"541347 Motuoapa","Total people, age","Total people, sex","2016",260,
"541348 Tokaanu","Total people, age","Total people, sex","2016",220,
"541501 Rangipo","Total people, age","Total people, sex","2016",100,
"541502 Te More","Total people, age","Total people, sex","2016",0,
"541503 Taharua","Total people, age","Total people, sex","2016",60,
"541710 Nukuhau","Total people, age","Total people, sex","2016",1660,
"541720 Taupo Central","Total people, age","Total people, sex","2016",3970,
"541730 Tauhara","Total people, age","Total people, sex","2016",4520,
"541740 Hilltop","Total people, age","Total people, sex","2016",3870,
"541750 Waipahihi","Total people, age","Total people, sex","2016",2060,
"541760 Richmond Heights","Total people, age","Total people, sex","2016",2350,
"620000 Inland Water-Lake Taupo","Total people, age","Total people, sex","2016",0,
"534100 Waihi Beach","Total people, age","Total people, sex","2016",2130,
"535700 Athenree","Total people, age","Total people, sex","2016",710,
"535800 Katikati Community","Total people, age","Total people, sex","2016",4530,
"535900 Maketu Community","Total people, age","Total people, sex","2016",1120,
"536000 Omokoroa","Total people, age","Total people, sex","2016",2800,
"536400 Island View-Pios Beach","Total people, age","Total people, sex","2016",570,
"536503 Te Puna","Total people, age","Total people, sex","2016",2700,
"536506 Inlet-Tauranga Harbour Omokoroa","Total people, age","Total people, sex","2016",0,
"536611 Matakana Island","Total people, age","Total people, sex","2016",270,
"536613 Inlet-Tauranga Harbour North","Total people, age","Total people, sex","2016",0,
"536614 Tahawai","Total people, age","Total people, sex","2016",1850,
"536615 Aongatete","Total people, age","Total people, sex","2016",3150,
"536620 Minden","Total people, age","Total people, sex","2016",4860,
"536630 Kaimai","Total people, age","Total people, sex","2016",5770,
"536641 Ohauiti-Ngapeke","Total people, age","Total people, sex","2016",800,
"536642 Upper Papamoa","Total people, age","Total people, sex","2016",2370,
"536651 Paengaroa","Total people, age","Total people, sex","2016",990,
"536653 Rangiuru","Total people, age","Total people, sex","2016",2290,
"536654 Pongakawa","Total people, age","Total people, sex","2016",2850,
"538501 Te Puke West","Total people, age","Total people, sex","2016",3250,
"538502 Te Puke East","Total people, age","Total people, sex","2016",4790,
"536201 Papamoa Beach East","Total people, age","Total people, sex","2016",3860,
"536202 Palm Springs","Total people, age","Total people, sex","2016",5350,
"536203 Doncaster","Total people, age","Total people, sex","2016",2980,
"536505 Matapihi","Total people, age","Total people, sex","2016",740,
"536508 Inlet-Tauranga Harbour","Total people, age","Total people, sex","2016",0,
"536509 Waikareao Estuary","Total people, age","Total people, sex","2016",0,
"536510 Motuopae Island","Total people, age","Total people, sex","2016",0,
"536512 Kairua","Total people, age","Total people, sex","2016",470,
"536513 Bethlehem East","Total people, age","Total people, sex","2016",3700,
"536514 Bethlehem","Total people, age","Total people, sex","2016",4620,
"536515 Pacific View","Total people, age","Total people, sex","2016",3190,
"536516 Palm Beach","Total people, age","Total people, sex","2016",4000,
"536517 Gravatt","Total people, age","Total people, sex","2016",3780,
"536810 Mt Maunganui North","Total people, age","Total people, sex","2016",4510,
"536821 Omanu","Total people, age","Total people, sex","2016",5700,
"536822 Tauranga City-Marinas","Total people, age","Total people, sex","2016",70,
"536831 Arataki","Total people, age","Total people, sex","2016",5630,
"536832 Te Maunga","Total people, age","Total people, sex","2016",5210,
"537000 Matua","Total people, age","Total people, sex","2016",5500,
"537100 Bellevue","Total people, age","Total people, sex","2016",3910,
"537201 Otumoetai North","Total people, age","Total people, sex","2016",4130,
"537202 Otumoetai South","Total people, age","Total people, sex","2016",3800,
"537301 Brookfield","Total people, age","Total people, sex","2016",5620,
"537302 Te Reti","Total people, age","Total people, sex","2016",1830,
"537400 Judea","Total people, age","Total people, sex","2016",2640,
"537500 Gate Pa","Total people, age","Total people, sex","2016",3370,
"537601 Greerton","Total people, age","Total people, sex","2016",4580,
"537602 Pyes Pa","Total people, age","Total people, sex","2016",7310,
"537700 Yatton Park","Total people, age","Total people, sex","2016",2740,
"537800 Poike","Total people, age","Total people, sex","2016",820,
"537900 Hairini","Total people, age","Total people, sex","2016",6460,
"538000 Maungatapu","Total people, age","Total people, sex","2016",2960,
"538101 Tauranga Hospital","Total people, age","Total people, sex","2016",2050,
"534500 Tahuroa","Total people, age","Total people, sex","2016",2850,
"538102 Tauranga South","Total people, age","Total people, sex","2016",4610,
"538201 Tauranga Central","Total people, age","Total people, sex","2016",2280,
"538202 Sulphur Point","Total people, age","Total people, sex","2016",30,
"538301 Kaitemako","Total people, age","Total people, sex","2016",1560,
"538302 Welcome Bay West","Total people, age","Total people, sex","2016",3930,
"538303 Welcome Bay East","Total people, age","Total people, sex","2016",4300,
"538601 Ngongotaha North","Total people, age","Total people, sex","2016",3290,
"538602 Ngongotaha South","Total people, age","Total people, sex","2016",1320,
"538721 Poets Corner","Total people, age","Total people, sex","2016",290,
"538722 Ngapuna","Total people, age","Total people, sex","2016",500,
"538731 Owhata South","Total people, age","Total people, sex","2016",650,
"538732 Lynmore","Total people, age","Total people, sex","2016",3600,
"538741 Owhata West","Total people, age","Total people, sex","2016",3790,
"538742 Owhata East","Total people, age","Total people, sex","2016",2220,
"538811 Hamurana","Total people, age","Total people, sex","2016",2630,
"538812 Inland Water-Lake Rotorua","Total people, age","Total people, sex","2016",0,
"538820 Tikitere","Total people, age","Total people, sex","2016",2820,
"538831 Kaingaroa Forest","Total people, age","Total people, sex","2016",440,
"538832 Tarawera","Total people, age","Total people, sex","2016",1480,
"538841 Golden Springs","Total people, age","Total people, sex","2016",1400,
"538842 Reporoa","Total people, age","Total people, sex","2016",460,
"538850 Ngakuru","Total people, age","Total people, sex","2016",1750,
"538861 Arahiwi","Total people, age","Total people, sex","2016",180,
"538863 Waiwhero","Total people, age","Total people, sex","2016",730,
"538864 Mamaku","Total people, age","Total people, sex","2016",760,
"539000 Selwyn Heights","Total people, age","Total people, sex","2016",1200,
"539100 Western Heights","Total people, age","Total people, sex","2016",3940,
"539200 Fairy Springs","Total people, age","Total people, sex","2016",2190,
"539310 Pukehangi North","Total people, age","Total people, sex","2016",2300,
"539320 Pukehangi South","Total people, age","Total people, sex","2016",2970,
"539400 Mangakakahi","Total people, age","Total people, sex","2016",2640,
"539500 Sunnybrook","Total people, age","Total people, sex","2016",2010,
"539600 Fordlands","Total people, age","Total people, sex","2016",1890,
"539700 Utuhina","Total people, age","Total people, sex","2016",1490,
"539800 Pomare","Total people, age","Total people, sex","2016",1740,
"539900 Hillcrest","Total people, age","Total people, sex","2016",1660,
"540000 Springfield","Total people, age","Total people, sex","2016",4300,
"540100 Kawaha Point","Total people, age","Total people, sex","2016",1920,
"540200 Koutu","Total people, age","Total people, sex","2016",2040,
"540300 Ohinemutu","Total people, age","Total people, sex","2016",290,
"540410 Kuirau","Total people, age","Total people, sex","2016",1330,
"540420 Victoria","Total people, age","Total people, sex","2016",1940,
"540510 Glenholme East","Total people, age","Total people, sex","2016",2190,
"540520 Glenholme West","Total people, age","Total people, sex","2016",2350,
"540600 Fenton","Total people, age","Total people, sex","2016",1490,
"540700 Whaka","Total people, age","Total people, sex","2016",240,
"541900 Ohope","Total people, age","Total people, sex","2016",3140,
"542000 Matata","Total people, age","Total people, sex","2016",690,
"542100 Taneatua","Total people, age","Total people, sex","2016",750,
"542200 Edgecumbe","Total people, age","Total people, sex","2016",1780,
"542300 Te Teko","Total people, age","Total people, sex","2016",550,
"542410 Whakatane North","Total people, age","Total people, sex","2016",3280,
"542421 Coastlands","Total people, age","Total people, sex","2016",1050,
"542422 Whakatane West","Total people, age","Total people, sex","2016",3370,
"542430 Trident","Total people, age","Total people, sex","2016",3370,
"542440 Allandale-Mokorua","Total people, age","Total people, sex","2016",4080,
"542511 Orini","Total people, age","Total people, sex","2016",570,
"542513 Inlet-Ohiwa Harbour West","Total people, age","Total people, sex","2016",0,
"542514 Maraetotara","Total people, age","Total people, sex","2016",110,
"542520 Poroporo","Total people, age","Total people, sex","2016",630,
"542530 Otakiri","Total people, age","Total people, sex","2016",3940,
"542540 Rotoma","Total people, age","Total people, sex","2016",1880,
"542550 Matahina-Minginui","Total people, age","Total people, sex","2016",1460,
"542561 Waimana","Total people, age","Total people, sex","2016",550,
"542562 Urewera","Total people, age","Total people, sex","2016",2040,
"542700 Murupara","Total people, age","Total people, sex","2016",1770,
"542600 Kawerau","Total people, age","Total people, sex","2016",6800,
"542800 Opotiki","Total people, age","Total people, sex","2016",4170,
"542901 Te Kaha","Total people, age","Total people, sex","2016",400,
"542903 Cape Runaway","Total people, age","Total people, sex","2016",1150,
"542904 Oponae","Total people, age","Total people, sex","2016",300,
"542905 Inlet-Ohiwa Harbour East","Total people, age","Total people, sex","2016",0,
"542906 Waiotahi","Total people, age","Total people, sex","2016",2800,
"543301 East Cape","Total people, age","Total people, sex","2016",2640,
"543302 Ruatoria","Total people, age","Total people, sex","2016",840,
"543303 Tokomaru Bay","Total people, age","Total people, sex","2016",410,
"543601 Tarndale-Rakauroa","Total people, age","Total people, sex","2016",1550,
"543602 Te Karaka","Total people, age","Total people, sex","2016",550,
"543800 Patutahi","Total people, age","Total people, sex","2016",380,
"543901 Makaraka","Total people, age","Total people, sex","2016",1300,
"543902 Matokitoki","Total people, age","Total people, sex","2016",570,
"543903 Wainui","Total people, age","Total people, sex","2016",1880,
"544001 Wharekaka","Total people, age","Total people, sex","2016",1870,
"544002 Tiniroto","Total people, age","Total people, sex","2016",2120,
"544003 Manutuke","Total people, age","Total people, sex","2016",570,
"544004 Tolaga Bay","Total people, age","Total people, sex","2016",840,
"544200 Mangapapa","Total people, age","Total people, sex","2016",4660,
"544300 Te Hapara","Total people, age","Total people, sex","2016",4770,
"544400 Gisborne Airport","Total people, age","Total people, sex","2016",2920,
"544500 Whataupoko","Total people, age","Total people, sex","2016",4030,
"544600 Gisborne Central","Total people, age","Total people, sex","2016",3430,
"544701 Kaiti North","Total people, age","Total people, sex","2016",2170,
"544702 Outer Kaiti","Total people, age","Total people, sex","2016",2520,
"544801 Kaiti South","Total people, age","Total people, sex","2016",2980,
"544802 Tamarau","Total people, age","Total people, sex","2016",2590,
"544900 Riverdale","Total people, age","Total people, sex","2016",2290,
"545201 Tuai","Total people, age","Total people, sex","2016",210,
"545202 Frasertown","Total people, age","Total people, sex","2016",250,
"545204 Ruakituri-Morere","Total people, age","Total people, sex","2016",720,
"545205 Maungataniwha","Total people, age","Total people, sex","2016",320,
"545206 Inland Water-Lake Waikaremoana","Total people, age","Total people, sex","2016",0,
"545301 Raupunga","Total people, age","Total people, sex","2016",650,
"545302 Whakaki","Total people, age","Total people, sex","2016",740,
"545303 Nuhaka","Total people, age","Total people, sex","2016",250,
"545304 Mahia","Total people, age","Total people, sex","2016",760,
"545500 Wairoa","Total people, age","Total people, sex","2016",4250,
"545710 Twyford","Total people, age","Total people, sex","2016",1070,
"545721 Karamu","Total people, age","Total people, sex","2016",1490,
