Area,Age,Sex,Year at 30 June,Value,Flags
"545722 Whakatu","Total people, age","Total people, sex","2016",870,
"545730 Clive","Total people, age","Total people, sex","2016",1840,
"545740 Haumoana","Total people, age","Total people, sex","2016",2370,
"545750 Brookvale","Total people, age","Total people, sex","2016",630,
"545761 Irongate","Total people, age","Total people, sex","2016",490,
"545762 Longlands South","Total people, age","Total people, sex","2016",970,
"545811 Tangoio","Total people, age","Total people, sex","2016",730,
"545812 Eskdale","Total people, age","Total people, sex","2016",690,
"545821 Sherenden-Puketapu","Total people, age","Total people, sex","2016",2880,
"545822 Omahu","Total people, age","Total people, sex","2016",410,
"545831 Waiohiki","Total people, age","Total people, sex","2016",360,
"545832 Pakowhai","Total people, age","Total people, sex","2016",660,
"545841 Maraekakaho","Total people, age","Total people, sex","2016",1340,
"545842 Bridge Pa","Total people, age","Total people, sex","2016",1240,
"545851 Poukawa","Total people, age","Total people, sex","2016",1400,
"545852 Pakipaki","Total people, age","Total people, sex","2016",690,
"545860 Waimarama","Total people, age","Total people, sex","2016",1130,
"545911 Tutira","Total people, age","Total people, sex","2016",610,
"545912 Puketitiri","Total people, age","Total people, sex","2016",370,
"545913 Whanawhana","Total people, age","Total people, sex","2016",240,
"547600 Mahora","Total people, age","Total people, sex","2016",3750,
"547700 St Leonards","Total people, age","Total people, sex","2016",3050,
"547800 Frimley","Total people, age","Total people, sex","2016",2460,
"547900 Raureka","Total people, age","Total people, sex","2016",4530,
"548000 Mayfair","Total people, age","Total people, sex","2016",4550,
"548100 Parkvale","Total people, age","Total people, sex","2016",3280,
"548200 Hastings Central","Total people, age","Total people, sex","2016",2980,
"548300 Akina","Total people, age","Total people, sex","2016",4800,
"548400 Woolwich","Total people, age","Total people, sex","2016",40,
"548500 Camberley","Total people, age","Total people, sex","2016",2140,
"548611 Kingsley-Chatham","Total people, age","Total people, sex","2016",3440,
"548612 Lochain","Total people, age","Total people, sex","2016",3140,
"548620 Flaxmere East","Total people, age","Total people, sex","2016",4150,
"548810 Anderson Park","Total people, age","Total people, sex","2016",1570,
"548821 Iona","Total people, age","Total people, sex","2016",3070,
"548822 Havelock Hills","Total people, age","Total people, sex","2016",1030,
"548831 Te Mata","Total people, age","Total people, sex","2016",3740,
"548832 Havelock North Central","Total people, age","Total people, sex","2016",3330,
"548833 Te Mata Hills","Total people, age","Total people, sex","2016",1080,
"545611 Bay View","Total people, age","Total people, sex","2016",2010,
"545621 Poraiti","Total people, age","Total people, sex","2016",2170,
"545631 Meeanee","Total people, age","Total people, sex","2016",1870,
"545632 Awatoto","Total people, age","Total people, sex","2016",340,
"546100 Westshore","Total people, age","Total people, sex","2016",1110,
"546200 Ahuriri","Total people, age","Total people, sex","2016",1070,
"546300 Onekawa Central","Total people, age","Total people, sex","2016",1390,
"546400 Onekawa West","Total people, age","Total people, sex","2016",300,
"546500 Onekawa South","Total people, age","Total people, sex","2016",4730,
"546600 Marewa","Total people, age","Total people, sex","2016",5000,
"546700 Maraenui","Total people, age","Total people, sex","2016",3360,
"546801 Hospital Hill","Total people, age","Total people, sex","2016",2860,
"546802 Bluff Hill","Total people, age","Total people, sex","2016",2860,
"546901 Nelson Park","Total people, age","Total people, sex","2016",2510,
"546902 Mclean Park","Total people, age","Total people, sex","2016",2480,
"547001 Tamatea North","Total people, age","Total people, sex","2016",2650,
"547002 Tamatea South","Total people, age","Total people, sex","2016",2710,
"547100 Greenmeadows","Total people, age","Total people, sex","2016",6770,
"547200 Taradale North","Total people, age","Total people, sex","2016",5650,
"547300 Taradale South","Total people, age","Total people, sex","2016",5600,
"547400 Pirimai","Total people, age","Total people, sex","2016",3640,
"549000 Takapau","Total people, age","Total people, sex","2016",540,
"549100 Waipawa","Total people, age","Total people, sex","2016",2060,
"549200 Tikokino","Total people, age","Total people, sex","2016",2870,
"549400 Otane","Total people, age","Total people, sex","2016",600,
"549500 Waipukurau","Total people, age","Total people, sex","2016",4080,
"549601 Porangahau","Total people, age","Total people, sex","2016",200,
"549602 Elsthorpe-Flemington","Total people, age","Total people, sex","2016",3230,
"550600 Urenui","Total people, age","Total people, sex","2016",420,
"550700 Okoki-Okau","Total people, age","Total people, sex","2016",2300,
"550800 Oakura","Total people, age","Total people, sex","2016",1530,
"550901 Bell Block","Total people, age","Total people, sex","2016",5690,
"550902 Paraite","Total people, age","Total people, sex","2016",430,
"551012 Glen Avon","Total people, age","Total people, sex","2016",980,
"551013 Bowden","Total people, age","Total people, sex","2016",570,
"551014 Mangaoraka","Total people, age","Total people, sex","2016",950,
"551021 Carrington","Total people, age","Total people, sex","2016",1010,
"551022 Highlands Park","Total people, age","Total people, sex","2016",3280,
"551023 Fernleigh","Total people, age","Total people, sex","2016",900,
"551024 Barrett","Total people, age","Total people, sex","2016",2240,
"551030 Omata","Total people, age","Total people, sex","2016",590,
"551111 Lepperton","Total people, age","Total people, sex","2016",2540,
"551112 Kaitake","Total people, age","Total people, sex","2016",3150,
"551120 Okato","Total people, age","Total people, sex","2016",610,
"551301 Waitara West","Total people, age","Total people, sex","2016",3890,
"551302 Waitara East","Total people, age","Total people, sex","2016",2980,
"551400 Moturoa","Total people, age","Total people, sex","2016",3590,
"551501 Lynmouth","Total people, age","Total people, sex","2016",2350,
"551502 Spotswood","Total people, age","Total people, sex","2016",2200,
"551503 Marfell","Total people, age","Total people, sex","2016",2200,
"551600 Upper Westown","Total people, age","Total people, sex","2016",1700,
"551700 Westown","Total people, age","Total people, sex","2016",3600,
"551800 New Plymouth Central","Total people, age","Total people, sex","2016",690,
"551900 Kawaroa","Total people, age","Total people, sex","2016",2020,
"552001 Mount Bryan","Total people, age","Total people, sex","2016",910,
"552002 Marsland Hill","Total people, age","Total people, sex","2016",1470,
"552100 Fitzroy","Total people, age","Total people, sex","2016",4010,
"552200 Welbourn","Total people, age","Total people, sex","2016",1980,
"552300 Merrilands","Total people, age","Total people, sex","2016",3040,
"552400 Frankleigh","Total people, age","Total people, sex","2016",3730,
"552500 Struan Park","Total people, age","Total people, sex","2016",5180,
"552701 Egmont Village","Total people, age","Total people, sex","2016",650,
"552702 Kaimata","Total people, age","Total people, sex","2016",2930,
"552800 Inglewood","Total people, age","Total people, sex","2016",3520,
"552900 Midhirst","Total people, age","Total people, sex","2016",250,
"553001 Whangamomona","Total people, age","Total people, sex","2016",150,
"553002 Douglas","Total people, age","Total people, sex","2016",740,
"553003 Toko","Total people, age","Total people, sex","2016",1220,
"553004 Pembroke","Total people, age","Total people, sex","2016",1290,
"553101 Stratford West","Total people, age","Total people, sex","2016",3340,
"553102 Stratford East","Total people, age","Total people, sex","2016",2310,
"553200 Opunake","Total people, age","Total people, sex","2016",1360,
"553301 Rahotu","Total people, age","Total people, sex","2016",250,
"553302 Kahui","Total people, age","Total people, sex","2016",2710,
"553400 Kaponga","Total people, age","Total people, sex","2016",330,
"553500 Mangatoki-Moeroa","Total people, age","Total people, sex","2016",1740,
"553601 Eltham","Total people, age","Total people, sex","2016",2020,
"553700 Kapuni","Total people, age","Total people, sex","2016",1410,
"553800 Manaia","Total people, age","Total people, sex","2016",1000,
"553900 Normanby","Total people, age","Total people, sex","2016",900,
"554010 Hawera North","Total people, age","Total people, sex","2016",4010,
"554020 Hawera South","Total people, age","Total people, sex","2016",4060,
"554111 Ohawe Beach","Total people, age","Total people, sex","2016",750,
"554113 Tawhiti","Total people, age","Total people, sex","2016",830,
"554114 Waingongoro","Total people, age","Total people, sex","2016",440,
"554115 Hawera West","Total people, age","Total people, sex","2016",820,
"554120 Ohangai","Total people, age","Total people, sex","2016",570,
"554130 Okaiawa","Total people, age","Total people, sex","2016",570,
"554300 Waitotara","Total people, age","Total people, sex","2016",60,
"554400 Whenuakura","Total people, age","Total people, sex","2016",1080,
"554500 Makakaho","Total people, age","Total people, sex","2016",820,
"554700 Patea","Total people, age","Total people, sex","2016",1140,
"554800 Waverley","Total people, age","Total people, sex","2016",810,
"532300 Owhango","Total people, age","Total people, sex","2016",180,
"532400 Ohura","Total people, age","Total people, sex","2016",140,
"532501 Ngapuke","Total people, age","Total people, sex","2016",1590,
"532601 Raurimu","Total people, age","Total people, sex","2016",570,
"532602 National Park","Total people, age","Total people, sex","2016",190,
"532700 Otangiwai-Heao","Total people, age","Total people, sex","2016",820,
"532901 Tarrangower","Total people, age","Total people, sex","2016",1200,
"532902 Taumarunui Central","Total people, age","Total people, sex","2016",2320,
"532903 Sunshine-Hospital Hill","Total people, age","Total people, sex","2016",540,
"532904 Manunui","Total people, age","Total people, sex","2016",580,
"554900 Tangiwai","Total people, age","Total people, sex","2016",1300,
"555000 Ohakune","Total people, age","Total people, sex","2016",1100,
"555100 Raetihi","Total people, age","Total people, sex","2016",1110,
"558500 Waiouru","Total people, age","Total people, sex","2016",890,
"555300 Blueskin","Total people, age","Total people, sex","2016",1840,
"555400 Maxwell","Total people, age","Total people, sex","2016",1690,
"555700 Castlecliff North","Total people, age","Total people, sex","2016",2140,
"555800 Castlecliff South","Total people, age","Total people, sex","2016",1350,
"555900 Mosston","Total people, age","Total people, sex","2016",1110,
"556000 Balgownie","Total people, age","Total people, sex","2016",240,
"556100 Tawhero","Total people, age","Total people, sex","2016",1930,
"556200 Gonville South","Total people, age","Total people, sex","2016",3090,
"556300 Gonville East","Total people, age","Total people, sex","2016",1350,
"556400 Gonville West","Total people, age","Total people, sex","2016",1610,
"556500 Springvale West","Total people, age","Total people, sex","2016",1390,
"556600 Springvale East","Total people, age","Total people, sex","2016",1960,
"556700 Wanganui Collegiate","Total people, age","Total people, sex","2016",1180,
"556800 Laird Park","Total people, age","Total people, sex","2016",2250,
"556900 Wanganui Central","Total people, age","Total people, sex","2016",1260,
"557000 Spriggens Park","Total people, age","Total people, sex","2016",320,
"557100 Cooks Gardens","Total people, age","Total people, sex","2016",300,
"557200 St Johns Hill","Total people, age","Total people, sex","2016",2220,
"557300 Lower Aramoho","Total people, age","Total people, sex","2016",1810,
"557400 Upper Aramoho","Total people, age","Total people, sex","2016",2060,
"557500 Williams Domain","Total people, age","Total people, sex","2016",2150,
"557600 Wembley Park","Total people, age","Total people, sex","2016",1640,
"557700 Kowhai Park","Total people, age","Total people, sex","2016",2140,
"557800 Bastia Hill","Total people, age","Total people, sex","2016",670,
"557900 Durie Hill","Total people, age","Total people, sex","2016",1520,
"558100 Putiki","Total people, age","Total people, sex","2016",340,
"558200 Marybank-Gordon Park","Total people, age","Total people, sex","2016",530,
"558300 Fordell-Kakatahi","Total people, age","Total people, sex","2016",2480,
"558600 Mangaweka","Total people, age","Total people, sex","2016",150,
"558700 Hunterville","Total people, age","Total people, sex","2016",420,
"558800 Ratana Community","Total people, age","Total people, sex","2016",340,
"558900 Bulls","Total people, age","Total people, sex","2016",1660,
"559000 Ngamatea","Total people, age","Total people, sex","2016",30,
"559210 Moawhango","Total people, age","Total people, sex","2016",670,
"559220 Pohonui-Porewa","Total people, age","Total people, sex","2016",2100,
"559230 Lake Alice","Total people, age","Total people, sex","2016",2800,
"559240 Koitiata","Total people, age","Total people, sex","2016",110,
"559400 Taihape","Total people, age","Total people, sex","2016",1670,
"559500 Marton","Total people, age","Total people, sex","2016",4830,
"559700 Kiwitea","Total people, age","Total people, sex","2016",1480,
"560000 Pohangina","Total people, age","Total people, sex","2016",1160,
"560411 Oroua Bridge","Total people, age","Total people, sex","2016",250,
"560412 Maewa","Total people, age","Total people, sex","2016",1180,
"560421 Halcombe","Total people, age","Total people, sex","2016",590,
"560422 Tokorangi-Hiwinui","Total people, age","Total people, sex","2016",2630,
"560710 Feilding North","Total people, age","Total people, sex","2016",4410,
"560720 Feilding West","Total people, age","Total people, sex","2016",4030,
"560730 Feilding Central","Total people, age","Total people, sex","2016",2950,
"560740 Feilding East","Total people, age","Total people, sex","2016",3100,
"560900 Sanson","Total people, age","Total people, sex","2016",570,
"561000 Rongotea","Total people, age","Total people, sex","2016",630,
"561100 Tangimoana","Total people, age","Total people, sex","2016",230,
"561200 Himatangi Beach","Total people, age","Total people, sex","2016",450,
"561410 Rakiraki","Total people, age","Total people, sex","2016",340,
"561421 Ohakea","Total people, age","Total people, sex","2016",320,
"561422 Oroua Downs-Waitohi","Total people, age","Total people, sex","2016",3460,
"561901 Kauwhata","Total people, age","Total people, sex","2016",2070,
"560200 Ashhurst","Total people, age","Total people, sex","2016",3060,
"560301 Stoney Creek","Total people, age","Total people, sex","2016",870,
"560302 Whakarongo","Total people, age","Total people, sex","2016",1090,
"561811 Kairanga","Total people, age","Total people, sex","2016",910,
"561812 Longburn","Total people, age","Total people, sex","2016",680,
"561813 Massey University","Total people, age","Total people, sex","2016",880,
"561820 Linton Military Camp","Total people, age","Total people, sex","2016",1760,
"561902 Turitea","Total people, age","Total people, sex","2016",1970,
"562100 Milson","Total people, age","Total people, sex","2016",5790,
"562200 Kelvin Grove","Total people, age","Total people, sex","2016",7350,
"562310 Takaro","Total people, age","Total people, sex","2016",5490,
"562320 Cloverlea","Total people, age","Total people, sex","2016",2070,
"562401 Palmerston North Hospital","Total people, age","Total people, sex","2016",2770,
"562402 Papaeoia","Total people, age","Total people, sex","2016",2870,
"562500 Roslyn","Total people, age","Total people, sex","2016",5980,
"562600 Terrace End","Total people, age","Total people, sex","2016",3160,
"562710 Highbury","Total people, age","Total people, sex","2016",3380,
"562720 Westbrook","Total people, age","Total people, sex","2016",4280,
"562800 Palmerston North Central","Total people, age","Total people, sex","2016",3190,
"562910 Awapuni North","Total people, age","Total people, sex","2016",3500,
"562921 Awapuni West","Total people, age","Total people, sex","2016",1530,
"562922 Awapuni South","Total people, age","Total people, sex","2016",3520,
"563000 West End","Total people, age","Total people, sex","2016",5110,
"563101 Hokowhitu West","Total people, age","Total people, sex","2016",4520,
"563102 Hokowhitu Lagoon","Total people, age","Total people, sex","2016",1650,
"563200 Hokowhitu East","Total people, age","Total people, sex","2016",5360,
"563300 Aokautere","Total people, age","Total people, sex","2016",3530,
"549800 Norsewood-Herbertville","Total people, age","Total people, sex","2016",3570,
"549901 Owahanga","Total people, age","Total people, sex","2016",520,
"549902 Mara","Total people, age","Total people, sex","2016",10,
"550101 Dannevirke West","Total people, age","Total people, sex","2016",2210,
"550102 Dannevirke East","Total people, age","Total people, sex","2016",3050,
"550200 Papatawa","Total people, age","Total people, sex","2016",1070,
"550500 Woodville","Total people, age","Total people, sex","2016",1470,
"577900 Mangatainoka","Total people, age","Total people, sex","2016",1650,
"578000 Pahiatua","Total people, age","Total people, sex","2016",2510,
"578100 Eketahuna","Total people, age","Total people, sex","2016",450,
"578200 Nireaha-Tiraumea","Total people, age","Total people, sex","2016",1060,
"561300 Foxton Beach","Total people, age","Total people, sex","2016",1760,
"561500 Moutoa","Total people, age","Total people, sex","2016",950,
"561700 Foxton","Total people, age","Total people, sex","2016",2800,
"563500 Shannon","Total people, age","Total people, sex","2016",1330,
"563600 Waitarere","Total people, age","Total people, sex","2016",620,
"563801 Tokomaru","Total people, age","Total people, sex","2016",580,
"563802 Opiki","Total people, age","Total people, sex","2016",560,
"564011 Lake Horowhenua","Total people, age","Total people, sex","2016",800,
"564012 Waiopehu","Total people, age","Total people, sex","2016",1650,
"564013 Kohitere","Total people, age","Total people, sex","2016",910,
"564021 Mangaore-Manakau","Total people, age","Total people, sex","2016",3370,
"564210 Levin North","Total people, age","Total people, sex","2016",3700,
"564220 Levin West","Total people, age","Total people, sex","2016",2870,
"564231 Playford Park","Total people, age","Total people, sex","2016",3520,
"564232 Levin South","Total people, age","Total people, sex","2016",1940,
"564240 Levin East","Total people, age","Total people, sex","2016",4580,
"563701 Waikanae Beach","Total people, age","Total people, sex","2016",3260,
"563703 Waikanae East","Total people, age","Total people, sex","2016",2300,
"563704 Peka Peka","Total people, age","Total people, sex","2016",390,
"563705 Waikanae Park","Total people, age","Total people, sex","2016",1980,
"563706 Waikanae West","Total people, age","Total people, sex","2016",3880,
"563920 Kaitawa","Total people, age","Total people, sex","2016",570,
"564022 Otaki Forks","Total people, age","Total people, sex","2016",1580,
"564023 Te Horo","Total people, age","Total people, sex","2016",840,
"564400 Otaki","Total people, age","Total people, sex","2016",6210,
"565901 Paraparaumu Beach North","Total people, age","Total people, sex","2016",3750,
"565902 Otaihanga","Total people, age","Total people, sex","2016",1320,
"565903 Paraparaumu Beach South","Total people, age","Total people, sex","2016",5130,
"566000 Paraparaumu Central","Total people, age","Total people, sex","2016",9040,
"566101 Raumati Beach","Total people, age","Total people, sex","2016",5160,
"566102 Raumati South","Total people, age","Total people, sex","2016",3840,
"566200 Paekakariki","Total people, age","Total people, sex","2016",1790,
"566301 Kapiti Island","Total people, age","Total people, sex","2016",10,
"566302 Maungakotukutuku","Total people, age","Total people, sex","2016",1050,
"565601 Pauatahanui","Total people, age","Total people, sex","2016",1110,
"565602 Endeavour","Total people, age","Total people, sex","2016",4090,
"565603 Resolution","Total people, age","Total people, sex","2016",270,
"565604 Adventure","Total people, age","Total people, sex","2016",1460,
"565700 Paekakariki Hill","Total people, age","Total people, sex","2016",150,
"570400 Titahi Bay North","Total people, age","Total people, sex","2016",2630,
"570500 Onepoto","Total people, age","Total people, sex","2016",1900,
"570600 Titahi Bay South","Total people, age","Total people, sex","2016",3710,
"570700 Elsdon-Takapuwahia","Total people, age","Total people, sex","2016",2400,
"570800 Porirua Central","Total people, age","Total people, sex","2016",400,
"570900 Porirua East","Total people, age","Total people, sex","2016",2160,
"571000 Ranui Heights","Total people, age","Total people, sex","2016",1390,
"571100 Cannons Creek North","Total people, age","Total people, sex","2016",3430,
"571200 Cannons Creek South","Total people, age","Total people, sex","2016",1660,
"571300 Cannons Creek East","Total people, age","Total people, sex","2016",3930,
"571400 Waitangirua","Total people, age","Total people, sex","2016",4340,
"571501 Papakowhai North","Total people, age","Total people, sex","2016",2380,
"571502 Papakowhai South","Total people, age","Total people, sex","2016",2600,
"571600 Ascot Park","Total people, age","Total people, sex","2016",2870,
"571800 Pukerua Bay","Total people, age","Total people, sex","2016",1950,
"571900 Plimmerton","Total people, age","Total people, sex","2016",2240,
"572000 Mana-Camborne","Total people, age","Total people, sex","2016",2680,
"572100 Paremata-Postgate","Total people, age","Total people, sex","2016",2700,
"572200 Discovery","Total people, age","Total people, sex","2016",2870,
"572300 Mana Island","Total people, age","Total people, sex","2016",10,
"622201 Inlet-Porirua Harbour","Total people, age","Total people, sex","2016",20,
"564510 Heretaunga","Total people, age","Total people, sex","2016",1250,
"564520 Trentham South","Total people, age","Total people, sex","2016",1160,
"564530 Pinehaven","Total people, age","Total people, sex","2016",2890,
"564601 Moonshine Valley","Total people, age","Total people, sex","2016",200,
"564602 Riverstone Terraces","Total people, age","Total people, sex","2016",1550,
"566500 Te Marua","Total people, age","Total people, sex","2016",1180,
"566610 Akatarawa","Total people, age","Total people, sex","2016",620,
"566620 Emerald Hill","Total people, age","Total people, sex","2016",2920,
"566700 Maoribank","Total people, age","Total people, sex","2016",3130,
"566800 Clouston Park","Total people, age","Total people, sex","2016",2640,
"566900 Totara Park","Total people, age","Total people, sex","2016",3030,
"567000 Ebdentown","Total people, age","Total people, sex","2016",2280,
"567100 Upper Hutt Central","Total people, age","Total people, sex","2016",330,
"567200 Maidstone","Total people, age","Total people, sex","2016",130,
"567300 Wallaceville","Total people, age","Total people, sex","2016",2230,
"567400 Elderslea","Total people, age","Total people, sex","2016",3360,
"567500 Poets Block","Total people, age","Total people, sex","2016",2400,
"567600 Brentwood","Total people, age","Total people, sex","2016",2240,
"567700 Trentham North","Total people, age","Total people, sex","2016",2990,
"567800 Heretaunga-Silverstream","Total people, age","Total people, sex","2016",3820,
"567901 Cloustonville","Total people, age","Total people, sex","2016",420,
"567902 Mangaroa","Total people, age","Total people, sex","2016",1770,
"564800 Glendale","Total people, age","Total people, sex","2016",4030,
"564900 Parkway","Total people, age","Total people, sex","2016",3320,
"565000 Fernlea","Total people, age","Total people, sex","2016",2040,
"565100 Arakura","Total people, age","Total people, sex","2016",2600,
"565200 Homedale West","Total people, age","Total people, sex","2016",2590,
"565300 Homedale East","Total people, age","Total people, sex","2016",3120,
"565400 Pencarrow","Total people, age","Total people, sex","2016",580,
"568101 Tawhai","Total people, age","Total people, sex","2016",3510,
"568102 Holborn","Total people, age","Total people, sex","2016",2180,
"568103 Delaney","Total people, age","Total people, sex","2016",2600,
"568104 Manuka","Total people, age","Total people, sex","2016",1790,
"568201 Taita North","Total people, age","Total people, sex","2016",2800,
"568202 Taita South","Total people, age","Total people, sex","2016",3130,
"568301 Avalon East","Total people, age","Total people, sex","2016",2460,
"568302 Naenae North","Total people, age","Total people, sex","2016",4910,
"568303 Naenae South","Total people, age","Total people, sex","2016",3630,
"574100 Raroa","Total people, age","Total people, sex","2016",3900,
"574200 Khandallah Park-Broadmeadows","Total people, age","Total people, sex","2016",3000,
"574302 Te Kainga","Total people, age","Total people, sex","2016",4020,
"574303 Ngauranga West","Total people, age","Total people, sex","2016",10,
"574304 Rangoon Heights","Total people, age","Total people, sex","2016",2700,
"574401 Awarua","Total people, age","Total people, sex","2016",3350,
"574402 Ngaio South","Total people, age","Total people, sex","2016",3280,
"574500 Kaiwharawhara","Total people, age","Total people, sex","2016",180,
"574600 Wadestown","Total people, age","Total people, sex","2016",3840,
"574701 Crofton Downs","Total people, age","Total people, sex","2016",1620,
"574702 Wilton","Total people, age","Total people, sex","2016",2180,
"574703 Northland North","Total people, age","Total people, sex","2016",800,
"574800 Karori North","Total people, age","Total people, sex","2016",2790,
"574900 Karori Park","Total people, age","Total people, sex","2016",4650,
"575000 Karori East","Total people, age","Total people, sex","2016",3680,
"575100 Karori South","Total people, age","Total people, sex","2016",4510,
"575200 Northland","Total people, age","Total people, sex","2016",2970,
"575300 Kelburn","Total people, age","Total people, sex","2016",4130,
"575400 Taitville","Total people, age","Total people, sex","2016",520,
"575500 Mitchelltown","Total people, age","Total people, sex","2016",750,
"575600 Brooklyn","Total people, age","Total people, sex","2016",4300,
"575701 Vogeltown West","Total people, age","Total people, sex","2016",1180,
"575702 Vogeltown","Total people, age","Total people, sex","2016",950,
"575800 Kingston-Mornington","Total people, age","Total people, sex","2016",2330,
"575901 Brooklyn South","Total people, age","Total people, sex","2016",1110,
"575902 Happy Valley-Owhiro Bay","Total people, age","Total people, sex","2016",1850,
"576001 Island Bay West","Total people, age","Total people, sex","2016",3550,
"576002 Island Bay East","Total people, age","Total people, sex","2016",3720,
"576100 Melrose-Houghton Bay-Southgate","Total people, age","Total people, sex","2016",3790,
"576200 Berhampore West","Total people, age","Total people, sex","2016",2630,
"576301 Newtown West","Total people, age","Total people, sex","2016",3690,
"576302 Berhampore East","Total people, age","Total people, sex","2016",1080,
"576400 Newtown East","Total people, age","Total people, sex","2016",5630,
"576500 Adelaide","Total people, age","Total people, sex","2016",1140,
"576600 Oriental Bay","Total people, age","Total people, sex","2016",1120,
"576700 Roseneath","Total people, age","Total people, sex","2016",1870,
"576800 Hataitai North","Total people, age","Total people, sex","2016",4860,
"576901 Kilbirnie East","Total people, age","Total people, sex","2016",3240,
"576903 Kilbirnie West-Hataitai South","Total people, age","Total people, sex","2016",3440,
"576904 Evans Bay Marina","Total people, age","Total people, sex","2016",20,
"577000 Lyall Bay-Airport-Moa Point","Total people, age","Total people, sex","2016",3170,
"577101 Seatoun Tunnel West","Total people, age","Total people, sex","2016",710,
"577102 Strathmore Park","Total people, age","Total people, sex","2016",3990,
"577200 Miramar South","Total people, age","Total people, sex","2016",3750,
"577301 Miramar North","Total people, age","Total people, sex","2016",2660,
"577302 Miramar","Total people, age","Total people, sex","2016",2560,
"577400 Karaka Bay-Worser Bay","Total people, age","Total people, sex","2016",1540,
"577500 Seatoun","Total people, age","Total people, sex","2016",2400,
"577601 Maupuia","Total people, age","Total people, sex","2016",1560,
"577602 Miramar West","Total people, age","Total people, sex","2016",440,
"577700 Makara-Ohariu","Total people, age","Total people, sex","2016",890,
"578301 Homebush-Te Ore Ore","Total people, age","Total people, sex","2016",570,
"578302 Opaki-Fernridge","Total people, age","Total people, sex","2016",1520,
"578401 Kopuaranga","Total people, age","Total people, sex","2016",1630,
"578402 Whareama","Total people, age","Total people, sex","2016",1740,
"578600 Masterton Central","Total people, age","Total people, sex","2016",640,
"578700 Masterton West","Total people, age","Total people, sex","2016",3100,
"578800 Masterton East","Total people, age","Total people, sex","2016",3760,
"578901 Solway North","Total people, age","Total people, sex","2016",2510,
"578902 Solway South","Total people, age","Total people, sex","2016",3220,
"579000 Ngaumutawa","Total people, age","Total people, sex","2016",1430,
"579100 Masterton Railway","Total people, age","Total people, sex","2016",300,
"579200 Lansdowne","Total people, age","Total people, sex","2016",4170,
"579400 Waingawa","Total people, age","Total people, sex","2016",510,
"579501 Mt Holdsworth","Total people, age","Total people, sex","2016",1430,
"579502 Te Wharau","Total people, age","Total people, sex","2016",1830,
"579700 Carterton","Total people, age","Total people, sex","2016",5140,
"579802 Tuturumuri","Total people, age","Total people, sex","2016",410,
"579803 Kahutara","Total people, age","Total people, sex","2016",3380,
"579804 Inland Water-Lake Wairarapa","Total people, age","Total people, sex","2016",0,
"579900 Greytown","Total people, age","Total people, sex","2016",2310,
"580000 Featherston","Total people, age","Total people, sex","2016",2400,
"580100 Martinborough","Total people, age","Total people, sex","2016",1600,
"581601 Golden Bay","Total people, age","Total people, sex","2016",3930,
"581602 Takaka","Total people, age","Total people, sex","2016",1300,
"581717 Aniseed Hill","Total people, age","Total people, sex","2016",750,
"581720 Hope","Total people, age","Total people, sex","2016",1220,
"581724 Best Island","Total people, age","Total people, sex","2016",100,
"581725 Bell Island","Total people, age","Total people, sex","2016",0,
"581726 Ranzau","Total people, age","Total people, sex","2016",830,
"581811 Richmond Hill","Total people, age","Total people, sex","2016",80,
"581822 Brightwater","Total people, age","Total people, sex","2016",1950,
"581823 Wakefield","Total people, age","Total people, sex","2016",2250,
"581825 Mapua","Total people, age","Total people, sex","2016",2180,
"581831 Inlet-Motueka","Total people, age","Total people, sex","2016",0,
"581832 Kaiteriteri","Total people, age","Total people, sex","2016",870,
"581833 Motueka Outer","Total people, age","Total people, sex","2016",4300,
"581835 Waimea Inlet West","Total people, age","Total people, sex","2016",0,
"581836 Wai-Iti","Total people, age","Total people, sex","2016",5700,
"581841 Golden Downs","Total people, age","Total people, sex","2016",930,
"581842 Lake Rotoroa","Total people, age","Total people, sex","2016",670,
"581843 Murchison","Total people, age","Total people, sex","2016",540,
"581844 Tapawera","Total people, age","Total people, sex","2016",400,
"581850 Riwaka","Total people, age","Total people, sex","2016",930,
"584201 Richmond East","Total people, age","Total people, sex","2016",6440,
"584202 Richmond West","Total people, age","Total people, sex","2016",6680,
"584301 Motueka West","Total people, age","Total people, sex","2016",3960,
"584303 Motueka East","Total people, age","Total people, sex","2016",4210,
"584304 Moutere Inlet","Total people, age","Total people, sex","2016",0,
"584305 Jackett Island","Total people, age","Total people, sex","2016",10,
"623803 Oceanic-Tasman Region","Total people, age","Total people, sex","2016",0,
"623900 Inlet-Ligar Bay","Total people, age","Total people, sex","2016",10,
"581713 Glenduan","Total people, age","Total people, sex","2016",550,
"581715 Ngawhatu","Total people, age","Total people, sex","2016",2550,
"581721 Saxton Island","Total people, age","Total people, sex","2016",0,
"581722 Waimea Inlet East","Total people, age","Total people, sex","2016",0,
"581723 Saxton","Total people, age","Total people, sex","2016",2150,
"581812 Whangamoa","Total people, age","Total people, sex","2016",940,
"582000 Clifton","Total people, age","Total people, sex","2016",1380,
"582100 Atawhai","Total people, age","Total people, sex","2016",2820,
"582200 Port Nelson","Total people, age","Total people, sex","2016",90,
"582300 The Wood","Total people, age","Total people, sex","2016",3010,
"582401 Britannia","Total people, age","Total people, sex","2016",1390,
"582402 Washington","Total people, age","Total people, sex","2016",3200,
"582500 Trafalgar","Total people, age","Total people, sex","2016",550,
