Area,Age,Sex,Year at 30 June,Value,Flags
"Wairoa district","65 years and over","Total people, sex","2006",1040,
"Hastings district","65 years and over","Total people, sex","2006",9400,
"Napier city","65 years and over","Total people, sex","2006",8800,
"Central Hawke's Bay district","65 years and over","Total people, sex","2006",1750,
"New Plymouth district","65 years and over","Total people, sex","2006",10900,
"Stratford district","65 years and over","Total people, sex","2006",1380,
"South Taranaki district","65 years and over","Total people, sex","2006",3600,
"Ruapehu district","65 years and over","Total people, sex","2006",1500,
"Whanganui district","65 years and over","Total people, sex","2006",7500,
"Rangitikei district","65 years and over","Total people, sex","2006",2200,
"Manawatu district","65 years and over","Total people, sex","2006",3600,
"Palmerston North city","65 years and over","Total people, sex","2006",9200,
"Tararua district","65 years and over","Total people, sex","2006",2500,
"Horowhenua district","65 years and over","Total people, sex","2006",6100,
"Kapiti Coast district","65 years and over","Total people, sex","2006",11000,
"Porirua city","65 years and over","Total people, sex","2006",4000,
"Upper Hutt city","65 years and over","Total people, sex","2006",4900,
"Lower Hutt city","65 years and over","Total people, sex","2006",11000,
"Wellington city","65 years and over","Total people, sex","2006",15600,
"Masterton district","65 years and over","Total people, sex","2006",3900,
"Carterton district","65 years and over","Total people, sex","2006",1080,
"South Wairarapa district","65 years and over","Total people, sex","2006",1500,
"Tasman district","65 years and over","Total people, sex","2006",6200,
"Nelson city","65 years and over","Total people, sex","2006",6400,
"Marlborough district","65 years and over","Total people, sex","2006",7100,
"Kaikoura district","65 years and over","Total people, sex","2006",560,
"Buller district","65 years and over","Total people, sex","2006",1570,
"Grey district","65 years and over","Total people, sex","2006",1850,
"Westland district","65 years and over","Total people, sex","2006",1060,
"Hurunui district","65 years and over","Total people, sex","2006",1550,
"Waimakariri district","65 years and over","Total people, sex","2006",6200,
"Waimakariri district","65 years and over","Total people, sex","2007",6400,
"Hurunui district","65 years and over","Total people, sex","2007",1600,
"Westland district","65 years and over","Total people, sex","2007",1100,
"Grey district","65 years and over","Total people, sex","2007",1900,
"Buller district","65 years and over","Total people, sex","2007",1600,
"Kaikoura district","65 years and over","Total people, sex","2007",570,
"Marlborough district","65 years and over","Total people, sex","2007",7300,
"Nelson city","65 years and over","Total people, sex","2007",6600,
"Tasman district","65 years and over","Total people, sex","2007",6500,
"South Wairarapa district","65 years and over","Total people, sex","2007",1540,
"Carterton district","65 years and over","Total people, sex","2007",1130,
"Masterton district","65 years and over","Total people, sex","2007",3900,
"Wellington city","65 years and over","Total people, sex","2007",16000,
"Lower Hutt city","65 years and over","Total people, sex","2007",11300,
"Upper Hutt city","65 years and over","Total people, sex","2007",5000,
"Porirua city","65 years and over","Total people, sex","2007",4200,
"Kapiti Coast district","65 years and over","Total people, sex","2007",11200,
"Horowhenua district","65 years and over","Total people, sex","2007",6200,
"Tararua district","65 years and over","Total people, sex","2007",2550,
"Palmerston North city","65 years and over","Total people, sex","2007",9300,
"Manawatu district","65 years and over","Total people, sex","2007",3700,
"Rangitikei district","65 years and over","Total people, sex","2007",2250,
"Whanganui district","65 years and over","Total people, sex","2007",7500,
"Ruapehu district","65 years and over","Total people, sex","2007",1500,
"South Taranaki district","65 years and over","Total people, sex","2007",3600,
"Stratford district","65 years and over","Total people, sex","2007",1380,
"New Plymouth district","65 years and over","Total people, sex","2007",11000,
"Central Hawke's Bay district","65 years and over","Total people, sex","2007",1800,
"Napier city","65 years and over","Total people, sex","2007",9000,
"Hastings district","65 years and over","Total people, sex","2007",9700,
"Wairoa district","65 years and over","Total people, sex","2007",1070,
"Gisborne district","65 years and over","Total people, sex","2007",5600,
"Opotiki district","65 years and over","Total people, sex","2007",1310,
"Kawerau district","65 years and over","Total people, sex","2007",930,
"Whakatane district","65 years and over","Total people, sex","2007",4400,
"Rotorua district","65 years and over","Total people, sex","2007",7800,
"Rotorua district","65 years and over","Total people, sex","2008",7900,
"Whakatane district","65 years and over","Total people, sex","2008",4500,
"Kawerau district","65 years and over","Total people, sex","2008",960,
"Opotiki district","65 years and over","Total people, sex","2008",1330,
"Gisborne district","65 years and over","Total people, sex","2008",5600,
"Wairoa district","65 years and over","Total people, sex","2008",1090,
"Hastings district","65 years and over","Total people, sex","2008",9900,
"Napier city","65 years and over","Total people, sex","2008",9200,
"Central Hawke's Bay district","65 years and over","Total people, sex","2008",1850,
"New Plymouth district","65 years and over","Total people, sex","2008",11200,
"Stratford district","65 years and over","Total people, sex","2008",1390,
"South Taranaki district","65 years and over","Total people, sex","2008",3600,
"Ruapehu district","65 years and over","Total people, sex","2008",1500,
"Whanganui district","65 years and over","Total people, sex","2008",7600,
"Rangitikei district","65 years and over","Total people, sex","2008",2250,
"Manawatu district","65 years and over","Total people, sex","2008",3700,
"Palmerston North city","65 years and over","Total people, sex","2008",9500,
"Tararua district","65 years and over","Total people, sex","2008",2600,
"Horowhenua district","65 years and over","Total people, sex","2008",6300,
"Kapiti Coast district","65 years and over","Total people, sex","2008",11300,
"Porirua city","65 years and over","Total people, sex","2008",4300,
"Upper Hutt city","65 years and over","Total people, sex","2008",5100,
"Lower Hutt city","65 years and over","Total people, sex","2008",11400,
"Wellington city","65 years and over","Total people, sex","2008",16300,
"Masterton district","65 years and over","Total people, sex","2008",4000,
"Carterton district","65 years and over","Total people, sex","2008",1170,
"South Wairarapa district","65 years and over","Total people, sex","2008",1590,
"Tasman district","65 years and over","Total people, sex","2008",6700,
"Nelson city","65 years and over","Total people, sex","2008",6700,
"Marlborough district","65 years and over","Total people, sex","2008",7500,
"Kaikoura district","65 years and over","Total people, sex","2008",580,
"Buller district","65 years and over","Total people, sex","2008",1600,
"Grey district","65 years and over","Total people, sex","2008",1950,
"Westland district","65 years and over","Total people, sex","2008",1120,
"Hurunui district","65 years and over","Total people, sex","2008",1650,
"Waimakariri district","65 years and over","Total people, sex","2008",6700,
"Waimakariri district","65 years and over","Total people, sex","2009",6900,
"Hurunui district","65 years and over","Total people, sex","2009",1700,
"Westland district","65 years and over","Total people, sex","2009",1150,
"Grey district","65 years and over","Total people, sex","2009",2000,
"Buller district","65 years and over","Total people, sex","2009",1650,
"Kaikoura district","65 years and over","Total people, sex","2009",600,
"Marlborough district","65 years and over","Total people, sex","2009",7800,
"Nelson city","65 years and over","Total people, sex","2009",6900,
"Tasman district","65 years and over","Total people, sex","2009",7000,
"South Wairarapa district","65 years and over","Total people, sex","2009",1610,
"Carterton district","65 years and over","Total people, sex","2009",1220,
"Masterton district","65 years and over","Total people, sex","2009",4100,
"Wellington city","65 years and over","Total people, sex","2009",16700,
"Lower Hutt city","65 years and over","Total people, sex","2009",11600,
"Upper Hutt city","65 years and over","Total people, sex","2009",5200,
"Porirua city","65 years and over","Total people, sex","2009",4500,
"Kapiti Coast district","65 years and over","Total people, sex","2009",11500,
"Horowhenua district","65 years and over","Total people, sex","2009",6400,
"Tararua district","65 years and over","Total people, sex","2009",2600,
"Palmerston North city","65 years and over","Total people, sex","2009",9700,
"Manawatu district","65 years and over","Total people, sex","2009",3900,
"Rangitikei district","65 years and over","Total people, sex","2009",2300,
"Whanganui district","65 years and over","Total people, sex","2009",7700,
"Ruapehu district","65 years and over","Total people, sex","2009",1550,
"South Taranaki district","65 years and over","Total people, sex","2009",3700,
"Stratford district","65 years and over","Total people, sex","2009",1420,
"New Plymouth district","65 years and over","Total people, sex","2009",11400,
"Central Hawke's Bay district","65 years and over","Total people, sex","2009",1900,
"Napier city","65 years and over","Total people, sex","2009",9400,
"Hastings district","65 years and over","Total people, sex","2009",10200,
"Wairoa district","65 years and over","Total people, sex","2009",1120,
"Gisborne district","65 years and over","Total people, sex","2009",5700,
"Opotiki district","65 years and over","Total people, sex","2009",1350,
"Kawerau district","65 years and over","Total people, sex","2009",1000,
"Whakatane district","65 years and over","Total people, sex","2009",4600,
"Rotorua district","65 years and over","Total people, sex","2009",8100,
"Rotorua district","65 years and over","Total people, sex","2010",8300,
"Tauranga city","65 years and over","Total people, sex","2010",20500,
"Whakatane district","65 years and over","Total people, sex","2010",4700,
"Kawerau district","65 years and over","Total people, sex","2010",1040,
"Opotiki district","65 years and over","Total people, sex","2010",1380,
"Gisborne district","65 years and over","Total people, sex","2010",5800,
"Wairoa district","65 years and over","Total people, sex","2010",1160,
"Hastings district","65 years and over","Total people, sex","2010",10500,
"Napier city","65 years and over","Total people, sex","2010",9700,
"Central Hawke's Bay district","65 years and over","Total people, sex","2010",2000,
"New Plymouth district","65 years and over","Total people, sex","2010",11600,
"Stratford district","65 years and over","Total people, sex","2010",1410,
"South Taranaki district","65 years and over","Total people, sex","2010",3700,
"Ruapehu district","65 years and over","Total people, sex","2010",1550,
"Whanganui district","65 years and over","Total people, sex","2010",7700,
"Rangitikei district","65 years and over","Total people, sex","2010",2300,
"Manawatu district","65 years and over","Total people, sex","2010",4000,
"Palmerston North city","65 years and over","Total people, sex","2010",9900,
"Tararua district","65 years and over","Total people, sex","2010",2650,
"Horowhenua district","65 years and over","Total people, sex","2010",6600,
"Kapiti Coast district","65 years and over","Total people, sex","2010",11800,
"Porirua city","65 years and over","Total people, sex","2010",4700,
"Upper Hutt city","65 years and over","Total people, sex","2010",5400,
"Lower Hutt city","65 years and over","Total people, sex","2010",11900,
"Wellington city","65 years and over","Total people, sex","2010",17100,
"Masterton district","65 years and over","Total people, sex","2010",4200,
"Carterton district","65 years and over","Total people, sex","2010",1290,
"South Wairarapa district","65 years and over","Total people, sex","2010",1670,
"Tasman district","65 years and over","Total people, sex","2010",7300,
"Nelson city","65 years and over","Total people, sex","2010",7200,
"Marlborough district","65 years and over","Total people, sex","2010",8000,
"Kaikoura district","65 years and over","Total people, sex","2010",630,
"Buller district","65 years and over","Total people, sex","2010",1650,
"Grey district","65 years and over","Total people, sex","2010",2000,
"Westland district","65 years and over","Total people, sex","2010",1180,
"Hurunui district","65 years and over","Total people, sex","2010",1750,
"Waimakariri district","65 years and over","Total people, sex","2010",7200,
"Waimakariri district","65 years and over","Total people, sex","2011",7600,
"Hurunui district","65 years and over","Total people, sex","2011",1850,
"Westland district","65 years and over","Total people, sex","2011",1230,
"Grey district","65 years and over","Total people, sex","2011",2050,
"Buller district","65 years and over","Total people, sex","2011",1700,
"Kaikoura district","65 years and over","Total people, sex","2011",660,
"Marlborough district","65 years and over","Total people, sex","2011",8300,
"Nelson city","65 years and over","Total people, sex","2011",7500,
"Tasman district","65 years and over","Total people, sex","2011",7800,
"South Wairarapa district","65 years and over","Total people, sex","2011",1740,
"Carterton district","65 years and over","Total people, sex","2011",1380,
"Masterton district","65 years and over","Total people, sex","2011",4300,
"Wellington city","65 years and over","Total people, sex","2011",17600,
"Lower Hutt city","65 years and over","Total people, sex","2011",12200,
"Upper Hutt city","65 years and over","Total people, sex","2011",5500,
"Porirua city","65 years and over","Total people, sex","2011",5000,
"Kapiti Coast district","65 years and over","Total people, sex","2011",12000,
"Horowhenua district","65 years and over","Total people, sex","2011",6800,
"Tararua district","65 years and over","Total people, sex","2011",2750,
"Palmerston North city","65 years and over","Total people, sex","2011",10100,
"Manawatu district","65 years and over","Total people, sex","2011",4100,
"Rangitikei district","65 years and over","Total people, sex","2011",2350,
"Whanganui district","65 years and over","Total people, sex","2011",7900,
"Ruapehu district","65 years and over","Total people, sex","2011",1550,
"South Taranaki district","65 years and over","Total people, sex","2011",3800,
"Stratford district","65 years and over","Total people, sex","2011",1420,
"New Plymouth district","65 years and over","Total people, sex","2011",11900,
"Central Hawke's Bay district","65 years and over","Total people, sex","2011",2050,
"Napier city","65 years and over","Total people, sex","2011",10100,
"Hastings district","65 years and over","Total people, sex","2011",10900,
"Wairoa district","65 years and over","Total people, sex","2011",1190,
"Gisborne district","65 years and over","Total people, sex","2011",5900,
"Opotiki district","65 years and over","Total people, sex","2011",1410,
"Kawerau district","65 years and over","Total people, sex","2011",1080,
"Whakatane district","65 years and over","Total people, sex","2011",4800,
"Tauranga city","65 years and over","Total people, sex","2011",21200,
"Rotorua district","65 years and over","Total people, sex","2011",8600,
"Rotorua district","65 years and over","Total people, sex","2012",8900,
"Tauranga city","65 years and over","Total people, sex","2012",21900,
"Whakatane district","65 years and over","Total people, sex","2012",5000,
"Kawerau district","65 years and over","Total people, sex","2012",1120,
"Opotiki district","65 years and over","Total people, sex","2012",1440,
"Gisborne district","65 years and over","Total people, sex","2012",6100,
"Wairoa district","65 years and over","Total people, sex","2012",1220,
"Hastings district","65 years and over","Total people, sex","2012",11300,
"Napier city","65 years and over","Total people, sex","2012",10500,
"Central Hawke's Bay district","65 years and over","Total people, sex","2012",2150,
"New Plymouth district","65 years and over","Total people, sex","2012",12400,
"Stratford district","65 years and over","Total people, sex","2012",1450,
"South Taranaki district","65 years and over","Total people, sex","2012",3900,
"Ruapehu district","65 years and over","Total people, sex","2012",1600,
"Whanganui district","65 years and over","Total people, sex","2012",8100,
"Rangitikei district","65 years and over","Total people, sex","2012",2450,
"Manawatu district","65 years and over","Total people, sex","2012",4300,
"Palmerston North city","65 years and over","Total people, sex","2012",10500,
"Tararua district","65 years and over","Total people, sex","2012",2850,
"Horowhenua district","65 years and over","Total people, sex","2012",7100,
"Kapiti Coast district","65 years and over","Total people, sex","2012",12300,
"Porirua city","65 years and over","Total people, sex","2012",5300,
"Upper Hutt city","65 years and over","Total people, sex","2012",5800,
"Lower Hutt city","65 years and over","Total people, sex","2012",12600,
"Wellington city","65 years and over","Total people, sex","2012",18300,
"Masterton district","65 years and over","Total people, sex","2012",4400,
"Carterton district","65 years and over","Total people, sex","2012",1490,
"South Wairarapa district","65 years and over","Total people, sex","2012",1810,
"Tasman district","65 years and over","Total people, sex","2012",8200,
"Nelson city","65 years and over","Total people, sex","2012",8000,
"Marlborough district","65 years and over","Total people, sex","2012",8700,
"Kaikoura district","65 years and over","Total people, sex","2012",690,
"Buller district","65 years and over","Total people, sex","2012",1750,
"Grey district","65 years and over","Total people, sex","2012",2150,
"Westland district","65 years and over","Total people, sex","2012",1270,
"Hurunui district","65 years and over","Total people, sex","2012",2000,
"Waimakariri district","65 years and over","Total people, sex","2012",8100,
"Waimakariri district","65 years and over","Total people, sex","2013",8700,
"Hurunui district","65 years and over","Total people, sex","2013",2100,
"Westland district","65 years and over","Total people, sex","2013",1320,
"Grey district","65 years and over","Total people, sex","2013",2200,
"Buller district","65 years and over","Total people, sex","2013",1750,
"Kaikoura district","65 years and over","Total people, sex","2013",710,
"Marlborough district","65 years and over","Total people, sex","2013",9100,
"Nelson city","65 years and over","Total people, sex","2013",8400,
"Tasman district","65 years and over","Total people, sex","2013",8700,
"South Wairarapa district","65 years and over","Total people, sex","2013",1910,
"Carterton district","65 years and over","Total people, sex","2013",1610,
"Masterton district","65 years and over","Total people, sex","2013",4600,
"Wellington city","65 years and over","Total people, sex","2013",18900,
"Lower Hutt city","65 years and over","Total people, sex","2013",13000,
"Upper Hutt city","65 years and over","Total people, sex","2013",5900,
"Porirua city","65 years and over","Total people, sex","2013",5600,
"Kapiti Coast district","65 years and over","Total people, sex","2013",12700,
"Horowhenua district","65 years and over","Total people, sex","2013",7300,
"Tararua district","65 years and over","Total people, sex","2013",2950,
"Palmerston North city","65 years and over","Total people, sex","2013",10900,
"Manawatu district","65 years and over","Total people, sex","2013",4500,
"Rangitikei district","65 years and over","Total people, sex","2013",2500,
"Whanganui district","65 years and over","Total people, sex","2013",8300,
"Ruapehu district","65 years and over","Total people, sex","2013",1600,
"South Taranaki district","65 years and over","Total people, sex","2013",4000,
"Stratford district","65 years and over","Total people, sex","2013",1460,
"New Plymouth district","65 years and over","Total people, sex","2013",12800,
"Central Hawke's Bay district","65 years and over","Total people, sex","2013",2250,
"Napier city","65 years and over","Total people, sex","2013",10900,
"Hastings district","65 years and over","Total people, sex","2013",11700,
"Wairoa district","65 years and over","Total people, sex","2013",1270,
"Gisborne district","65 years and over","Total people, sex","2013",6400,
"Opotiki district","65 years and over","Total people, sex","2013",1480,
"Kawerau district","65 years and over","Total people, sex","2013",1150,
"Whakatane district","65 years and over","Total people, sex","2013",5200,
"Tauranga city","65 years and over","Total people, sex","2013",22700,
"Rotorua district","65 years and over","Total people, sex","2013",9300,
"Rotorua district","65 years and over","Total people, sex","2014",9600,
"Tauranga city","65 years and over","Total people, sex","2014",23700,
"Whakatane district","65 years and over","Total people, sex","2014",5400,
"Kawerau district","65 years and over","Total people, sex","2014",1190,
"Opotiki district","65 years and over","Total people, sex","2014",1520,
"Gisborne district","65 years and over","Total people, sex","2014",6500,
"Wairoa district","65 years and over","Total people, sex","2014",1310,
"Hastings district","65 years and over","Total people, sex","2014",12200,
"Napier city","65 years and over","Total people, sex","2014",11400,
"Central Hawke's Bay district","65 years and over","Total people, sex","2014",2400,
"New Plymouth district","65 years and over","Total people, sex","2014",13200,
"Stratford district","65 years and over","Total people, sex","2014",1540,
"South Taranaki district","65 years and over","Total people, sex","2014",4100,
"Ruapehu district","65 years and over","Total people, sex","2014",1700,
"Whanganui district","65 years and over","Total people, sex","2014",8400,
"Rangitikei district","65 years and over","Total people, sex","2014",2550,
"Manawatu district","65 years and over","Total people, sex","2014",4700,
"Palmerston North city","65 years and over","Total people, sex","2014",11200,
"Tararua district","65 years and over","Total people, sex","2014",2950,
"Horowhenua district","65 years and over","Total people, sex","2014",7500,
"Kapiti Coast district","65 years and over","Total people, sex","2014",13100,
"Porirua city","65 years and over","Total people, sex","2014",5900,
"Upper Hutt city","65 years and over","Total people, sex","2014",6100,
"Lower Hutt city","65 years and over","Total people, sex","2014",13300,
"Wellington city","65 years and over","Total people, sex","2014",19800,
"Masterton district","65 years and over","Total people, sex","2014",4700,
"Carterton district","65 years and over","Total people, sex","2014",1690,
"South Wairarapa district","65 years and over","Total people, sex","2014",2020,
"Tasman district","65 years and over","Total people, sex","2014",9200,
"Nelson city","65 years and over","Total people, sex","2014",8800,
"Marlborough district","65 years and over","Total people, sex","2014",9400,
"Kaikoura district","65 years and over","Total people, sex","2014",760,
"Buller district","65 years and over","Total people, sex","2014",1850,
"Grey district","65 years and over","Total people, sex","2014",2250,
"Westland district","65 years and over","Total people, sex","2014",1410,
"Hurunui district","65 years and over","Total people, sex","2014",2200,
"Waimakariri district","65 years and over","Total people, sex","2014",9100,
"Waimakariri district","65 years and over","Total people, sex","2015",9700,
"Hurunui district","65 years and over","Total people, sex","2015",2300,
"Westland district","65 years and over","Total people, sex","2015",1460,
"Grey district","65 years and over","Total people, sex","2015",2300,
"Buller district","65 years and over","Total people, sex","2015",1900,
"Kaikoura district","65 years and over","Total people, sex","2015",780,
"Marlborough district","65 years and over","Total people, sex","2015",9800,
"Nelson city","65 years and over","Total people, sex","2015",9200,
"Tasman district","65 years and over","Total people, sex","2015",9700,
"South Wairarapa district","65 years and over","Total people, sex","2015",2100,
"Carterton district","65 years and over","Total people, sex","2015",1770,
"Masterton district","65 years and over","Total people, sex","2015",4900,
"Wellington city","65 years and over","Total people, sex","2015",20400,
"Lower Hutt city","65 years and over","Total people, sex","2015",13700,
"Upper Hutt city","65 years and over","Total people, sex","2015",6300,
"Porirua city","65 years and over","Total people, sex","2015",6100,
"Kapiti Coast district","65 years and over","Total people, sex","2015",13400,
"Horowhenua district","65 years and over","Total people, sex","2015",7700,
"Tararua district","65 years and over","Total people, sex","2015",3050,
"Palmerston North city","65 years and over","Total people, sex","2015",11500,
"Manawatu district","65 years and over","Total people, sex","2015",4900,
"Rangitikei district","65 years and over","Total people, sex","2015",2650,
"Whanganui district","65 years and over","Total people, sex","2015",8800,
"Ruapehu district","65 years and over","Total people, sex","2015",1750,
"South Taranaki district","65 years and over","Total people, sex","2015",4200,
"Stratford district","65 years and over","Total people, sex","2015",1560,
"New Plymouth district","65 years and over","Total people, sex","2015",13700,
"Central Hawke's Bay district","65 years and over","Total people, sex","2015",2500,
"Napier city","65 years and over","Total people, sex","2015",11700,
"Hastings district","65 years and over","Total people, sex","2015",12600,
"Wairoa district","65 years and over","Total people, sex","2015",1370,
"Gisborne district","65 years and over","Total people, sex","2015",6800,
"Opotiki district","65 years and over","Total people, sex","2015",1570,
"Kawerau district","65 years and over","Total people, sex","2015",1250,
"Whakatane district","65 years and over","Total people, sex","2015",5700,
"Tauranga city","65 years and over","Total people, sex","2015",24700,
"Rotorua district","65 years and over","Total people, sex","2015",9900,
"Rotorua district","65 years and over","Total people, sex","2016",10300,
"Tauranga city","65 years and over","Total people, sex","2016",25800,
"Whakatane district","65 years and over","Total people, sex","2016",5900,
"Kawerau district","65 years and over","Total people, sex","2016",1320,
"Opotiki district","65 years and over","Total people, sex","2016",1630,
"Gisborne district","65 years and over","Total people, sex","2016",7100,
"Wairoa district","65 years and over","Total people, sex","2016",1400,
"Hastings district","65 years and over","Total people, sex","2016",13200,
"Napier city","65 years and over","Total people, sex","2016",12100,
"Central Hawke's Bay district","65 years and over","Total people, sex","2016",2600,
"New Plymouth district","65 years and over","Total people, sex","2016",14000,
"Stratford district","65 years and over","Total people, sex","2016",1590,
"South Taranaki district","65 years and over","Total people, sex","2016",4300,
"Ruapehu district","65 years and over","Total people, sex","2016",1850,
"Whanganui district","65 years and over","Total people, sex","2016",9000,
"Rangitikei district","65 years and over","Total people, sex","2016",2750,
"Manawatu district","65 years and over","Total people, sex","2016",5100,
"Palmerston North city","65 years and over","Total people, sex","2016",11900,
"Tararua district","65 years and over","Total people, sex","2016",3150,
"Horowhenua district","65 years and over","Total people, sex","2016",7900,
"Kapiti Coast district","65 years and over","Total people, sex","2016",13800,
"Porirua city","65 years and over","Total people, sex","2016",6400,
"Upper Hutt city","65 years and over","Total people, sex","2016",6500,
"Lower Hutt city","65 years and over","Total people, sex","2016",14100,
"Wellington city","65 years and over","Total people, sex","2016",21100,
"Masterton district","65 years and over","Total people, sex","2016",5000,
"Carterton district","65 years and over","Total people, sex","2016",1890,
"South Wairarapa district","65 years and over","Total people, sex","2016",2150,
"Tasman district","65 years and over","Total people, sex","2016",10200,
"Nelson city","65 years and over","Total people, sex","2016",9600,
"Marlborough district","65 years and over","Total people, sex","2016",10100,
"Kaikoura district","65 years and over","Total people, sex","2016",810,
"Buller district","65 years and over","Total people, sex","2016",2050,
"Grey district","65 years and over","Total people, sex","2016",2400,
"Westland district","65 years and over","Total people, sex","2016",1490,
"Hurunui district","65 years and over","Total people, sex","2016",2400,
"Waimakariri district","65 years and over","Total people, sex","2016",10200,
"Waimakariri district","65 years and over","Total people, sex","2017",10800,
"Hurunui district","65 years and over","Total people, sex","2017",2500,
"Westland district","65 years and over","Total people, sex","2017",1520,
"Grey district","65 years and over","Total people, sex","2017",2500,
"Buller district","65 years and over","Total people, sex","2017",2100,
"Kaikoura district","65 years and over","Total people, sex","2017",810,
"Marlborough district","65 years and over","Total people, sex","2017",10500,
"Nelson city","65 years and over","Total people, sex","2017",9900,
"Tasman district","65 years and over","Total people, sex","2017",10700,
"South Wairarapa district","65 years and over","Total people, sex","2017",2250,
"Carterton district","65 years and over","Total people, sex","2017",1980,
"Masterton district","65 years and over","Total people, sex","2017",5200,
"Wellington city","65 years and over","Total people, sex","2017",21700,
"Lower Hutt city","65 years and over","Total people, sex","2017",14500,
"Upper Hutt city","65 years and over","Total people, sex","2017",6700,
"Porirua city","65 years and over","Total people, sex","2017",6700,
"Kapiti Coast district","65 years and over","Total people, sex","2017",14000,
"Horowhenua district","65 years and over","Total people, sex","2017",8200,
"Tararua district","65 years and over","Total people, sex","2017",3250,
"Palmerston North city","65 years and over","Total people, sex","2017",12200,
"Manawatu district","65 years and over","Total people, sex","2017",5300,
"Rangitikei district","65 years and over","Total people, sex","2017",2800,
"Whanganui district","65 years and over","Total people, sex","2017",9300,
"Ruapehu district","65 years and over","Total people, sex","2017",1900,
"South Taranaki district","65 years and over","Total people, sex","2017",4400,
"Stratford district","65 years and over","Total people, sex","2017",1620,
"New Plymouth district","65 years and over","Total people, sex","2017",14500,
"Central Hawke's Bay district","65 years and over","Total people, sex","2017",2700,
"Napier city","65 years and over","Total people, sex","2017",12400,
"Hastings district","65 years and over","Total people, sex","2017",13700,
"Wairoa district","65 years and over","Total people, sex","2017",1440,
"Gisborne district","65 years and over","Total people, sex","2017",7500,
"Opotiki district","65 years and over","Total people, sex","2017",1720,
"Kawerau district","65 years and over","Total people, sex","2017",1410,
"Whakatane district","65 years and over","Total people, sex","2017",6200,
"Tauranga city","65 years and over","Total people, sex","2017",26700,
"Rotorua district","65 years and over","Total people, sex","2017",10600,
"Christchurch city","65 years and over","Total people, sex","1996",43600,
"Selwyn district","65 years and over","Total people, sex","1996",2000,
"Ashburton district","65 years and over","Total people, sex","1996",4000,
"Far North district","Total people, age","Total people, sex","1996",54500,
"Whangarei district","Total people, age","Total people, sex","1996",68400,
"Timaru district","65 years and over","Total people, sex","1996",7100,
"Mackenzie district","65 years and over","Total people, sex","1996",380,
"Waimate district","65 years and over","Total people, sex","1996",1220,
"Chatham Islands territory","65 years and over","Total people, sex","1996",40,
"Waitaki district","65 years and over","Total people, sex","1996",3700,
"Central Otago district","65 years and over","Total people, sex","1996",2300,
"Queenstown-Lakes district","65 years and over","Total people, sex","1996",1450,
"Dunedin city","65 years and over","Total people, sex","1996",15600,
"Clutha district","65 years and over","Total people, sex","1996",2150,
"Southland district","65 years and over","Total people, sex","1996",3000,
"Gore district","65 years and over","Total people, sex","1996",1850,
"Invercargill city","65 years and over","Total people, sex","1996",6700,
"Kaipara district","Total people, age","Total people, sex","1996",17800,
"Auckland","Total people, age","Total people, sex","1996",1115800,
"Rodney local board area","Total people, age","Total people, sex","1996",39000,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","1996",68000,
"Upper Harbour local board area","Total people, age","Total people, sex","1996",24300,
"Kaipatiki local board area","Total people, age","Total people, sex","1996",74700,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","1996",51600,
"Henderson-Massey local board area","Total people, age","Total people, sex","1996",82200,
"Waitakere Ranges local board area","Total people, age","Total people, sex","1996",42100,
"Great Barrier local board area","Total people, age","Total people, sex","1996",1230,
"Waiheke local board area","Total people, age","Total people, sex","1996",6680,
"Waitemata local board area","Total people, age","Total people, sex","1996",44900,
"Whau local board area","Total people, age","Total people, sex","1996",59700,
"Albert-Eden local board area","Total people, age","Total people, sex","1996",86100,
"Puketapapa local board area","Total people, age","Total people, sex","1996",46100,
"Orakei local board area","Total people, age","Total people, sex","1996",70900,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","1996",61700,
"Howick local board area","Total people, age","Total people, sex","1996",80900,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","1996",61400,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","1996",67800,
"Manurewa local board area","Total people, age","Total people, sex","1996",60100,
"Papakura local board area","Total people, age","Total people, sex","1996",38000,
"Franklin local board area","Total people, age","Total people, sex","1996",48400,
"Total, New Zealand","65 years and over","Total people, sex","1996",430100,
"Thames-Coromandel district","Total people, age","Total people, sex","1996",25400,
"Hauraki district","Total people, age","Total people, sex","1996",18550,
"Waikato district","Total people, age","Total people, sex","1996",52000,
"Matamata-Piako district","Total people, age","Total people, sex","1996",30300,
"Hamilton city","Total people, age","Total people, sex","1996",113500,
"Waipa district","Total people, age","Total people, sex","1996",38400,
"Otorohanga district","Total people, age","Total people, sex","1996",9960,
"South Waikato district","Total people, age","Total people, sex","1996",25800,
"Waitomo district","Total people, age","Total people, sex","1996",10000,
"Taupo district","Total people, age","Total people, sex","1996",31600,
"Western Bay of Plenty district","Total people, age","Total people, sex","1996",35600,
"Tauranga city","Total people, age","Total people, sex","1996",79800,
"Rotorua district","Total people, age","Total people, sex","1996",66600,
"Whakatane district","Total people, age","Total people, sex","1996",34200,
"Kawerau district","Total people, age","Total people, sex","1996",8120,
"Opotiki district","Total people, age","Total people, sex","1996",9620,
"Gisborne district","Total people, age","Total people, sex","1996",47200,
"Wairoa district","Total people, age","Total people, sex","1996",10200,
