Area,Age,Sex,Year at 30 June,Value,Flags
"Otorohanga district","Total people, age","Total people, sex","2013",9590,
"Waipa district","Total people, age","Total people, sex","2013",48700,
"Hamilton city","Total people, age","Total people, sex","2013",150200,
"Matamata-Piako district","Total people, age","Total people, sex","2013",32900,
"Waikato district","Total people, age","Total people, sex","2013",66500,
"Hauraki district","Total people, age","Total people, sex","2013",18600,
"Thames-Coromandel district","Total people, age","Total people, sex","2013",27300,
"Total, New Zealand","65 years and over","Total people, sex","2013",626000,
"Franklin local board area","Total people, age","Total people, sex","2013",68300,
"Papakura local board area","Total people, age","Total people, sex","2013",48200,
"Manurewa local board area","Total people, age","Total people, sex","2013",87000,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2013",80300,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2013",75300,
"Howick local board area","Total people, age","Total people, sex","2013",135000,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2013",73700,
"Orakei local board area","Total people, age","Total people, sex","2013",83700,
"Puketapapa local board area","Total people, age","Total people, sex","2013",56300,
"Albert-Eden local board area","Total people, age","Total people, sex","2013",100000,
"Whau local board area","Total people, age","Total people, sex","2013",76700,
"Waitemata local board area","Total people, age","Total people, sex","2013",81300,
"Waiheke local board area","Total people, age","Total people, sex","2013",8630,
"Great Barrier local board area","Total people, age","Total people, sex","2013",950,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2013",50700,
"Henderson-Massey local board area","Total people, age","Total people, sex","2013",113500,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2013",58500,
"Kaipatiki local board area","Total people, age","Total people, sex","2013",87000,
"Upper Harbour local board area","Total people, age","Total people, sex","2013",56800,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2013",94000,
"Rodney local board area","Total people, age","Total people, sex","2013",57300,
"Auckland","Total people, age","Total people, sex","2013",1493200,
"Kaipara district","Total people, age","Total people, sex","2013",20500,
"Invercargill city","65 years and over","Total people, sex","2013",8500,
"Gore district","65 years and over","Total people, sex","2013",2350,
"Southland district","65 years and over","Total people, sex","2013",4100,
"Clutha district","65 years and over","Total people, sex","2013",2700,
"Dunedin city","65 years and over","Total people, sex","2013",18200,
"Queenstown-Lakes district","65 years and over","Total people, sex","2013",3200,
"Central Otago district","65 years and over","Total people, sex","2013",3900,
"Waitaki district","65 years and over","Total people, sex","2013",4700,
"Chatham Islands territory","65 years and over","Total people, sex","2013",70,
"Waimate district","65 years and over","Total people, sex","2013",1720,
"Mackenzie district","65 years and over","Total people, sex","2013",690,
"Timaru district","65 years and over","Total people, sex","2013",9100,
"Whangarei district","Total people, age","Total people, sex","2013",83700,
"Far North district","Total people, age","Total people, sex","2013",60600,
"Ashburton district","65 years and over","Total people, sex","2013",5300,
"Selwyn district","65 years and over","Total people, sex","2013",5000,
"Christchurch city","65 years and over","Total people, sex","2013",52100,
"Christchurch city","65 years and over","Total people, sex","2014",53200,
"Selwyn district","65 years and over","Total people, sex","2014",5500,
"Ashburton district","65 years and over","Total people, sex","2014",5500,
"Far North district","Total people, age","Total people, sex","2014",61000,
"Whangarei district","Total people, age","Total people, sex","2014",84400,
"Timaru district","65 years and over","Total people, sex","2014",9500,
"Mackenzie district","65 years and over","Total people, sex","2014",710,
"Waimate district","65 years and over","Total people, sex","2014",1730,
"Chatham Islands territory","65 years and over","Total people, sex","2014",80,
"Waitaki district","65 years and over","Total people, sex","2014",4800,
"Central Otago district","65 years and over","Total people, sex","2014",4100,
"Queenstown-Lakes district","65 years and over","Total people, sex","2014",3400,
"Dunedin city","65 years and over","Total people, sex","2014",18800,
"Clutha district","65 years and over","Total people, sex","2014",2800,
"Southland district","65 years and over","Total people, sex","2014",4300,
"Gore district","65 years and over","Total people, sex","2014",2350,
"Invercargill city","65 years and over","Total people, sex","2014",8600,
"Kaipara district","Total people, age","Total people, sex","2014",20700,
"Auckland","Total people, age","Total people, sex","2014",1526900,
"Rodney local board area","Total people, age","Total people, sex","2014",58500,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2014",95700,
"Upper Harbour local board area","Total people, age","Total people, sex","2014",58500,
"Kaipatiki local board area","Total people, age","Total people, sex","2014",88500,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2014",59000,
"Henderson-Massey local board area","Total people, age","Total people, sex","2014",115300,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2014",51200,
"Great Barrier local board area","Total people, age","Total people, sex","2014",970,
"Waiheke local board area","Total people, age","Total people, sex","2014",8710,
"Waitemata local board area","Total people, age","Total people, sex","2014",86200,
"Whau local board area","Total people, age","Total people, sex","2014",78500,
"Albert-Eden local board area","Total people, age","Total people, sex","2014",101400,
"Puketapapa local board area","Total people, age","Total people, sex","2014",58500,
"Orakei local board area","Total people, age","Total people, sex","2014",84300,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2014",75000,
"Howick local board area","Total people, age","Total people, sex","2014",138800,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2014",77100,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2014",82700,
"Manurewa local board area","Total people, age","Total people, sex","2014",88700,
"Papakura local board area","Total people, age","Total people, sex","2014",49700,
"Franklin local board area","Total people, age","Total people, sex","2014",69500,
"Total, New Zealand","65 years and over","Total people, sex","2014",650400,
"Thames-Coromandel district","Total people, age","Total people, sex","2014",27500,
"Hauraki district","Total people, age","Total people, sex","2014",18800,
"Waikato district","Total people, age","Total people, sex","2014",68000,
"Matamata-Piako district","Total people, age","Total people, sex","2014",33300,
"Hamilton city","Total people, age","Total people, sex","2014",153000,
"Waipa district","Total people, age","Total people, sex","2014",49300,
"Otorohanga district","Total people, age","Total people, sex","2014",9650,
